payment_id,customer_id,profile,amount,failure_reason,attempt_number,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate
P000731,C08565,reliable,499,bank_error,2,6,25,1,0.93,0.96
P000732,C06031,reliable,499,payment_method_issue,1,27,27,2,0.09,0.99
P000733,C06916,reliable,499,bank_error,1,27,20,1,0.67,0.9
P000734,C02116,reliable,499,authentication_failed,1,35,23,2,0.58,0.72
P000735,C05363,reliable,499,payment_method_issue,1,31,15,0,0.66,0.9
P000736,C07472,occasionally_late,499,insufficient_funds,1,17,13,2,3.88,0.49
P000737,C09768,reliable,499,bank_error,1,30,35,2,0.7,0.92
P000738,C01515,reliable,499,authentication_failed,2,30,6,1,0.77,0.83
P000739,C03482,frequent_failure,499,payment_method_issue,1,12,11,3,4.98,0.4
P000740,C09737,occasionally_late,499,payment_method_issue,1,16,18,1,2.76,0.66
P000741,C04980,reliable,499,insufficient_funds,1,19,27,0,0.97,0.79
P000742,C04919,reliable,499,bank_error,1,33,18,0,0.03,0.89
P000743,C09364,reliable,499,bank_error,2,31,7,0,0.99,0.87
P000744,C01994,occasionally_late,499,payment_method_issue,2,20,18,2,3.26,0.62
P000745,C05782,occasionally_late,499,authentication_failed,1,11,15,1,3.4,0.71
P000746,C04389,occasionally_late,499,payment_method_issue,1,5,18,4,1.04,0.45
P000747,C04174,occasionally_late,499,bank_error,1,4,3,1,2.52,0.51
P000748,C05478,occasionally_late,499,payment_method_issue,1,9,16,1,1.31,0.61
P000749,C04193,frequent_failure,499,authentication_failed,1,4,1,6,4.3,0.36
P000750,C08568,frequent_failure,499,payment_method_issue,2,3,5,7,5.79,0.48
P000751,C05990,reliable,499,payment_method_issue,1,20,33,1,0.66,0.83
P000752,C04730,churn_risk,499,bank_error,1,3,4,8,10.86,0.11
P000753,C05476,frequent_failure,499,bank_error,1,3,10,7,6.36,0.43
P000754,C01572,reliable,499,bank_error,2,22,7,2,0.72,0.87
P000755,C01543,churn_risk,499,payment_method_issue,2,7,3,6,10.56,0.23
P000756,C09111,occasionally_late,499,authentication_failed,1,16,12,1,3.95,0.65
P000757,C02979,occasionally_late,499,insufficient_funds,1,6,17,1,2.94,0.54
P000758,C00179,reliable,499,payment_method_issue,1,28,26,2,0.12,0.96
P000759,C09768,reliable,499,bank_error,1,30,35,2,0.7,0.92
P000760,C00858,reliable,499,payment_method_issue,1,12,35,1,0.87,0.87
P000761,C03944,reliable,499,bank_error,1,29,32,2,0.26,0.95
P000762,C00178,reliable,499,authentication_failed,1,19,36,2,0.9,0.7
P000763,C06073,occasionally_late,499,payment_method_issue,1,10,14,3,3.6,0.79
P000764,C00988,reliable,499,authentication_failed,1,8,16,0,0.85,0.81
P000765,C06443,occasionally_late,499,bank_error,1,12,11,2,2.13,0.73
P000766,C01251,churn_risk,499,bank_error,1,10,1,7,8.9,0.19
P000767,C06941,frequent_failure,499,bank_error,2,7,3,3,7.02,0.36
P000768,C04422,churn_risk,499,payment_method_issue,1,3,6,9,9.21,0.2
P000769,C01859,reliable,499,bank_error,1,33,34,2,0.81,0.93
P000770,C09585,reliable,499,payment_method_issue,2,8,36,1,0.95,0.82
P000771,C01112,reliable,499,bank_error,1,18,32,1,0.26,0.74
P000772,C06552,occasionally_late,499,insufficient_funds,1,11,11,2,3.86,0.73
P000773,C05384,frequent_failure,499,payment_method_issue,1,11,4,3,4.79,0.32
P000774,C08023,occasionally_late,499,insufficient_funds,1,13,3,2,1.02,0.54
P000775,C05098,reliable,499,insufficient_funds,1,28,21,0,0.67,0.82
P000776,C02059,reliable,499,payment_method_issue,1,12,17,1,0.21,0.84
P000777,C00300,reliable,499,bank_error,1,20,6,1,0.4,0.91
P000778,C06997,reliable,499,bank_error,1,13,22,1,0.87,0.78
P000779,C09202,occasionally_late,499,insufficient_funds,1,12,17,3,2.24,0.61
P000780,C01209,occasionally_late,499,insufficient_funds,1,23,18,2,1.78,0.55
P000781,C06567,reliable,499,bank_error,1,31,35,2,0.56,0.75
P000782,C02985,reliable,499,payment_method_issue,1,24,28,2,0.19,0.82
P000783,C04582,reliable,499,bank_error,1,15,9,1,0.41,0.81
P000784,C03990,occasionally_late,499,authentication_failed,1,5,6,1,1.7,0.75
P000785,C01799,reliable,499,bank_error,1,24,27,0,0.93,0.77
P000786,C09090,occasionally_late,499,bank_error,1,12,16,3,1.42,0.74
P000787,C01693,occasionally_late,499,payment_method_issue,1,18,8,3,3.35,0.54
P000788,C08189,frequent_failure,499,bank_error,1,8,1,5,5.41,0.16
P000789,C04636,reliable,499,insufficient_funds,1,6,27,1,0.24,0.88
P000790,C07467,occasionally_late,499,bank_error,1,24,7,1,2.41,0.76
P000791,C00175,reliable,499,bank_error,1,28,32,2,0.02,0.73
P000792,C09557,reliable,499,bank_error,1,12,21,0,0.32,1.0
P000793,C01329,reliable,499,authentication_failed,1,34,20,1,0.2,0.79
P000794,C02677,reliable,499,payment_method_issue,1,31,18,0,0.92,0.79
P000795,C08409,reliable,499,insufficient_funds,1,20,8,1,0.27,0.98
P000796,C06481,reliable,499,insufficient_funds,2,32,33,2,0.09,0.93
P000797,C05846,occasionally_late,499,bank_error,2,19,14,2,3.51,0.75
P000798,C00594,occasionally_late,499,payment_method_issue,1,15,18,3,2.31,0.64
P000799,C05354,frequent_failure,499,authentication_failed,1,16,1,3,5.5,0.36
P000800,C00036,reliable,499,payment_method_issue,1,12,25,0,0.69,0.82
P000801,C04941,reliable,499,bank_error,1,10,27,0,0.98,0.77
P000802,C06506,reliable,499,bank_error,1,6,33,0,0.98,0.8
P000803,C09426,frequent_failure,499,authentication_failed,1,3,4,3,5.46,0.31
P000804,C08738,frequent_failure,499,insufficient_funds,1,4,7,6,5.75,0.41
P000805,C04992,reliable,499,payment_method_issue,1,32,22,1,0.66,0.8
P000806,C00909,occasionally_late,499,insufficient_funds,1,24,8,4,3.49,0.51
P000807,C02206,churn_risk,499,insufficient_funds,1,6,6,7,6.95,0.15
P000808,C06524,reliable,499,bank_error,1,9,25,1,0.47,0.8
P000809,C02454,frequent_failure,499,authentication_failed,1,7,10,5,4.58,0.43
P000810,C08238,frequent_failure,499,bank_error,1,3,7,7,5.45,0.24
P000811,C05901,frequent_failure,499,insufficient_funds,1,13,8,6,3.03,0.41
P000812,C08985,occasionally_late,499,insufficient_funds,2,8,16,2,1.64,0.66
P000813,C04252,reliable,499,bank_error,2,24,31,1,0.14,0.87
P000814,C01327,frequent_failure,499,insufficient_funds,1,6,8,6,4.54,0.45
P000815,C00740,reliable,499,payment_method_issue,1,24,7,2,0.04,0.89
P000816,C09089,reliable,499,authentication_failed,1,8,7,1,0.78,0.72
P000817,C07213,reliable,499,authentication_failed,1,35,26,2,0.32,0.99
P000818,C04956,reliable,499,bank_error,2,30,21,1,0.14,0.79
P000819,C07846,reliable,499,bank_error,1,15,32,0,0.82,0.72
P000820,C01147,occasionally_late,499,payment_method_issue,1,19,3,1,1.42,0.5
P000821,C06450,churn_risk,499,insufficient_funds,2,4,3,8,11.35,0.21
P000822,C06090,reliable,499,bank_error,2,17,34,2,0.92,0.94
P000823,C04681,occasionally_late,499,bank_error,1,13,19,1,1.22,0.52
P000824,C00781,frequent_failure,499,authentication_failed,1,10,10,3,4.54,0.35
P000825,C07645,reliable,499,insufficient_funds,1,7,27,0,0.83,0.71
P000826,C06994,occasionally_late,499,payment_method_issue,2,11,5,4,1.46,0.48
P000827,C07736,frequent_failure,499,insufficient_funds,2,7,2,6,5.09,0.19
P000828,C08342,frequent_failure,499,payment_method_issue,1,3,10,7,4.09,0.19
P000829,C09778,occasionally_late,499,bank_error,1,10,19,4,3.89,0.73
P000830,C06268,reliable,499,bank_error,1,7,26,0,0.03,0.9
P000831,C03611,occasionally_late,499,bank_error,1,24,4,3,3.88,0.54
P000832,C04496,reliable,499,bank_error,1,18,15,2,0.91,0.78
P000833,C05210,occasionally_late,499,insufficient_funds,2,7,18,3,2.78,0.64
P000834,C02263,frequent_failure,499,insufficient_funds,1,10,5,5,7.11,0.34
P000835,C01228,occasionally_late,499,authentication_failed,1,6,10,4,3.19,0.63
P000836,C02683,reliable,499,payment_method_issue,1,18,29,0,0.74,0.7
P000837,C04057,reliable,499,payment_method_issue,1,26,32,1,0.71,0.97
P000838,C06321,reliable,499,bank_error,1,31,14,2,0.65,0.79
P000839,C00185,occasionally_late,499,payment_method_issue,1,10,11,2,2.94,0.6
P000840,C04032,reliable,499,insufficient_funds,1,7,34,0,0.13,0.93
P000841,C04352,occasionally_late,499,authentication_failed,1,22,16,1,1.2,0.45
P000842,C08901,reliable,499,payment_method_issue,1,25,18,0,0.55,0.98
P000843,C06627,occasionally_late,499,bank_error,2,8,4,2,3.59,0.6
P000844,C07732,occasionally_late,499,insufficient_funds,1,12,6,4,3.83,0.5
P000845,C07241,reliable,499,payment_method_issue,1,16,31,2,0.3,0.75
P000846,C03175,reliable,499,payment_method_issue,2,27,32,0,0.05,0.88
P000847,C05388,reliable,499,bank_error,1,22,10,1,0.61,0.83
P000848,C07023,reliable,499,bank_error,1,36,8,1,0.14,0.78
P000849,C02758,reliable,499,payment_method_issue,1,29,7,2,0.27,0.72
P000850,C06350,reliable,499,authentication_failed,1,6,9,1,0.13,0.99
P000851,C02239,reliable,499,insufficient_funds,1,31,29,1,0.79,0.74
P000852,C08519,reliable,499,payment_method_issue,1,11,31,0,0.6,0.76
P000853,C06942,reliable,499,bank_error,2,22,30,0,0.8,0.97
P000854,C07947,occasionally_late,499,insufficient_funds,1,24,8,4,1.47,0.47
P000855,C09284,reliable,499,insufficient_funds,1,12,16,1,0.52,0.91
P000856,C08424,reliable,499,bank_error,1,18,20,2,0.64,0.81
P000857,C00174,occasionally_late,499,insufficient_funds,1,4,9,1,2.22,0.64
P000858,C05438,reliable,499,bank_error,1,30,25,0,0.5,0.83
P000859,C04154,frequent_failure,499,payment_method_issue,1,4,9,5,7.06,0.2
P000860,C07877,occasionally_late,499,payment_method_issue,1,16,14,3,2.0,0.63
P000861,C06728,churn_risk,499,insufficient_funds,1,1,1,5,14.55,0.08
P000862,C06179,reliable,499,bank_error,1,16,8,1,0.24,0.77
P000863,C08526,reliable,499,insufficient_funds,1,24,7,2,0.96,0.74
P000864,C00493,frequent_failure,499,bank_error,1,10,6,3,6.96,0.31
P000865,C00938,reliable,499,bank_error,1,30,34,1,0.17,0.84
P000866,C04524,occasionally_late,499,bank_error,1,17,9,3,3.75,0.71
P000867,C07401,reliable,499,authentication_failed,1,33,27,1,0.43,0.83
P000868,C00143,occasionally_late,499,authentication_failed,1,12,4,4,2.14,0.77
P000869,C04501,frequent_failure,499,bank_error,2,13,8,7,3.31,0.24
P000870,C00231,occasionally_late,499,bank_error,1,16,15,1,3.64,0.73
P000871,C04461,reliable,499,authentication_failed,1,26,28,0,0.33,0.94
P000872,C02723,frequent_failure,499,payment_method_issue,1,19,2,6,7.7,0.29
P000873,C00094,churn_risk,499,insufficient_funds,1,5,5,8,14.93,0.07
P000874,C01488,occasionally_late,499,payment_method_issue,2,7,5,2,2.0,0.47
P000875,C06903,reliable,499,bank_error,1,23,24,0,0.23,0.85
P000876,C05124,reliable,499,bank_error,2,30,13,0,0.88,0.83
P000877,C07087,reliable,499,payment_method_issue,1,8,19,0,0.43,0.73
P000878,C04998,occasionally_late,499,insufficient_funds,1,17,11,3,1.26,0.69
P000879,C04362,occasionally_late,499,bank_error,1,4,11,2,2.03,0.53
P000880,C06354,frequent_failure,499,insufficient_funds,1,6,10,5,7.43,0.22
P000881,C02153,occasionally_late,499,authentication_failed,1,10,16,2,3.18,0.48
P000882,C06457,occasionally_late,499,authentication_failed,1,21,9,2,3.25,0.74
P000883,C09822,reliable,499,insufficient_funds,1,21,21,0,0.16,0.7
P000884,C05646,reliable,499,insufficient_funds,1,15,34,2,0.45,0.91
P000885,C01944,reliable,499,authentication_failed,1,24,24,1,0.7,0.82
P000886,C06732,reliable,499,payment_method_issue,2,33,18,0,0.43,0.88
P000887,C02311,reliable,499,insufficient_funds,1,6,23,1,0.46,0.91
P000888,C09276,occasionally_late,499,insufficient_funds,1,7,9,1,3.06,0.7
P000889,C02430,occasionally_late,499,payment_method_issue,2,11,11,1,3.29,0.65
P000890,C09967,reliable,499,bank_error,1,16,21,2,0.54,0.89
P000891,C08235,reliable,499,payment_method_issue,1,28,10,0,0.23,0.95
P000892,C04300,reliable,499,payment_method_issue,1,35,9,1,0.17,0.93
P000893,C02096,reliable,499,payment_method_issue,2,9,15,1,0.21,0.79
P000894,C03343,reliable,499,bank_error,1,26,18,2,0.42,0.97
P000895,C00646,reliable,499,payment_method_issue,1,22,35,2,0.73,0.96
P000896,C05387,frequent_failure,499,insufficient_funds,1,14,11,4,5.75,0.49
P000897,C05362,reliable,499,payment_method_issue,1,14,26,1,0.78,0.81
P000898,C05789,frequent_failure,499,authentication_failed,1,15,4,3,6.2,0.26
P000899,C05197,occasionally_late,499,authentication_failed,1,13,11,2,1.42,0.62
P000900,C05212,reliable,499,bank_error,1,21,27,2,0.1,0.81
P000901,C08587,occasionally_late,499,payment_method_issue,2,17,19,2,1.03,0.7
P000902,C06461,reliable,499,insufficient_funds,1,27,36,0,0.1,0.76
P000903,C07391,reliable,499,bank_error,1,29,19,0,0.84,0.99
P000904,C09441,frequent_failure,499,payment_method_issue,1,8,11,3,4.21,0.31
P000905,C08382,frequent_failure,499,authentication_failed,1,10,6,7,3.98,0.32
P000906,C09187,reliable,499,payment_method_issue,1,18,26,2,0.64,0.98
P000907,C09696,reliable,499,payment_method_issue,2,29,13,0,0.66,0.85
P000908,C09417,reliable,499,bank_error,1,29,34,0,0.68,0.77
P000909,C02283,reliable,499,payment_method_issue,1,36,12,2,0.32,0.71
P000910,C08703,reliable,499,authentication_failed,2,15,27,0,0.1,0.84
P000911,C07710,occasionally_late,499,payment_method_issue,2,13,4,1,2.26,0.52
P000912,C04234,reliable,499,bank_error,1,7,34,2,0.55,0.95
P000913,C01601,churn_risk,499,bank_error,1,11,1,9,13.79,0.13
P000914,C08605,occasionally_late,499,authentication_failed,1,10,18,3,1.21,0.55
P000915,C02945,churn_risk,499,bank_error,1,4,4,9,9.05,0.09
P000916,C07923,occasionally_late,499,insufficient_funds,1,9,11,2,2.07,0.52
P000917,C04370,reliable,499,payment_method_issue,1,34,14,0,0.79,0.77
P000918,C05447,occasionally_late,499,payment_method_issue,1,21,12,4,2.52,0.68
P000919,C06614,reliable,499,bank_error,1,23,31,0,0.37,0.73
P000920,C04604,reliable,499,bank_error,1,26,13,1,0.12,0.9
P000921,C07879,frequent_failure,499,bank_error,1,13,9,3,7.92,0.29
P000922,C04733,reliable,499,bank_error,2,22,36,0,0.86,0.79
P000923,C03839,reliable,499,bank_error,1,18,17,2,0.66,0.75
P000924,C03707,occasionally_late,499,payment_method_issue,1,18,19,1,2.01,0.73
P000925,C07915,occasionally_late,499,authentication_failed,1,14,4,3,2.85,0.58
P000926,C09240,reliable,499,bank_error,1,6,24,0,0.21,0.86
P000927,C04020,frequent_failure,499,insufficient_funds,1,6,10,7,3.35,0.24
P000928,C07725,churn_risk,499,authentication_failed,1,3,5,6,6.44,0.2
P000929,C09192,reliable,499,payment_method_issue,1,32,6,0,0.03,0.7
P000930,C05871,reliable,499,payment_method_issue,1,16,25,2,0.59,0.99
P000931,C05123,occasionally_late,499,payment_method_issue,1,21,11,4,3.52,0.49
P000932,C05370,reliable,499,payment_method_issue,2,28,18,2,0.36,0.95
P000933,C09429,reliable,499,bank_error,2,12,18,1,0.19,0.78
P000934,C08763,frequent_failure,499,authentication_failed,2,18,7,5,3.58,0.18
P000935,C06739,occasionally_late,499,payment_method_issue,1,13,19,1,2.8,0.64
P000936,C07970,occasionally_late,499,payment_method_issue,1,11,19,4,1.55,0.62
P000937,C02613,reliable,499,bank_error,1,14,30,1,0.85,0.86
P000938,C08121,occasionally_late,499,authentication_failed,1,23,8,1,3.7,0.65
P000939,C09896,frequent_failure,499,bank_error,2,18,11,7,5.42,0.47
P000940,C03439,frequent_failure,499,insufficient_funds,1,10,2,3,4.16,0.27
P000941,C09775,churn_risk,499,payment_method_issue,1,10,5,7,8.92,0.07
P000942,C09676,churn_risk,499,bank_error,1,8,3,6,8.52,0.1
P000943,C04470,churn_risk,499,insufficient_funds,1,4,0,7,11.31,0.14
P000944,C04789,frequent_failure,499,payment_method_issue,1,10,4,6,5.97,0.27
P000945,C08552,reliable,499,bank_error,1,20,13,0,0.97,0.79
P000946,C05637,reliable,499,bank_error,1,21,28,0,0.44,0.94
P000947,C07200,occasionally_late,499,payment_method_issue,1,19,17,4,3.66,0.58
P000948,C08037,reliable,499,insufficient_funds,1,23,12,1,0.56,0.87
P000949,C07063,occasionally_late,499,payment_method_issue,2,10,9,1,2.58,0.77
P000950,C02235,frequent_failure,499,insufficient_funds,1,14,9,7,5.2,0.41
P000951,C09229,reliable,499,insufficient_funds,1,23,11,1,0.39,0.71
P000952,C03689,reliable,499,payment_method_issue,2,7,27,0,0.61,0.84
P000953,C02555,reliable,499,authentication_failed,1,30,34,0,0.17,0.71
P000954,C07699,reliable,499,bank_error,1,19,16,2,0.36,0.75
P000955,C04255,reliable,499,payment_method_issue,1,16,9,2,0.56,0.91
P000956,C04823,frequent_failure,499,payment_method_issue,1,10,2,3,6.29,0.25
P000957,C07309,reliable,499,payment_method_issue,1,17,35,0,0.9,0.83
P000958,C08780,reliable,499,payment_method_issue,1,28,26,1,0.76,0.83
P000959,C02619,reliable,499,authentication_failed,1,13,10,2,0.17,0.95
P000960,C06053,churn_risk,499,payment_method_issue,2,5,4,5,5.48,0.26
P000961,C09220,occasionally_late,499,insufficient_funds,1,23,5,1,1.4,0.62
P000962,C02650,occasionally_late,499,payment_method_issue,1,20,19,4,2.67,0.74
P000963,C02313,reliable,499,payment_method_issue,1,27,6,1,0.34,0.8
P000964,C06675,occasionally_late,499,payment_method_issue,2,17,6,4,1.27,0.7
P000965,C01169,churn_risk,499,payment_method_issue,1,9,1,8,10.0,0.08
P000966,C06421,frequent_failure,499,insufficient_funds,1,8,4,4,5.39,0.41
P000967,C07811,reliable,499,authentication_failed,1,22,16,1,0.94,0.84
P000968,C07808,frequent_failure,499,bank_error,1,12,11,5,7.82,0.28
P000969,C08551,occasionally_late,499,insufficient_funds,1,18,14,1,1.37,0.55
P000970,C04519,frequent_failure,499,payment_method_issue,1,17,3,6,3.08,0.21
P000971,C06969,reliable,499,bank_error,2,18,10,1,0.51,0.75
P000972,C06159,reliable,499,authentication_failed,1,36,33,0,0.58,0.71
P000973,C03084,churn_risk,499,payment_method_issue,2,6,0,7,14.27,0.15
P000974,C06384,churn_risk,499,payment_method_issue,1,5,0,7,12.36,0.12
P000975,C04466,reliable,499,bank_error,1,10,33,0,0.52,0.93
P000976,C04929,frequent_failure,499,authentication_failed,1,6,10,6,3.48,0.43
P000977,C06529,reliable,499,insufficient_funds,2,13,32,2,0.13,0.87
P000978,C00044,occasionally_late,499,bank_error,1,4,16,1,1.54,0.58
P000979,C01192,reliable,499,authentication_failed,1,29,8,1,0.73,0.91
P000980,C00686,reliable,499,payment_method_issue,1,34,15,2,0.58,1.0
P000981,C07537,reliable,499,insufficient_funds,1,9,13,0,0.37,0.84
P000982,C07030,reliable,499,payment_method_issue,1,34,8,0,0.54,0.9
P000983,C04421,churn_risk,499,insufficient_funds,1,10,5,9,7.0,0.11
P000984,C05961,reliable,499,insufficient_funds,1,13,16,2,0.56,0.87
P000985,C08524,churn_risk,499,bank_error,1,4,3,5,13.96,0.25
P000986,C01822,occasionally_late,499,insufficient_funds,1,18,18,4,1.53,0.74
P000987,C02243,reliable,499,bank_error,1,20,34,1,0.66,0.9
P000988,C09280,reliable,499,authentication_failed,1,33,20,1,0.59,0.78
P000989,C08950,reliable,499,bank_error,2,30,7,0,0.42,0.9
P000990,C01547,reliable,499,authentication_failed,1,6,10,0,0.03,0.87
P000991,C08383,occasionally_late,499,insufficient_funds,1,15,6,1,2.55,0.51
P000992,C03788,reliable,499,authentication_failed,1,22,20,1,0.64,0.97
P000993,C08161,reliable,499,bank_error,1,26,26,0,0.44,0.76
P000994,C07891,reliable,499,authentication_failed,2,28,26,2,0.34,0.99
P000995,C05150,reliable,499,payment_method_issue,1,27,20,0,0.55,0.84
P000996,C09021,reliable,499,authentication_failed,1,16,32,2,0.46,0.73
P000997,C07583,reliable,499,authentication_failed,1,26,16,0,0.88,0.82
P000998,C04593,occasionally_late,499,authentication_failed,2,24,11,3,1.13,0.52
P000999,C00623,reliable,499,authentication_failed,1,22,26,2,0.05,0.97
P001000,C07397,churn_risk,499,authentication_failed,1,3,4,9,10.48,0.27
P001001,C04763,reliable,499,insufficient_funds,1,25,11,0,0.64,0.75
P001002,C06278,reliable,499,bank_error,1,7,32,1,0.74,0.73
P001003,C00711,frequent_failure,499,insufficient_funds,1,13,5,4,5.53,0.2
P001004,C07887,churn_risk,499,payment_method_issue,1,9,6,7,9.89,0.24
P001005,C00767,reliable,499,authentication_failed,2,22,36,0,0.2,0.71
P001006,C06689,occasionally_late,499,payment_method_issue,1,11,12,3,2.82,0.76
P001007,C04998,occasionally_late,499,insufficient_funds,2,17,11,3,1.26,0.69
P001008,C09979,reliable,499,insufficient_funds,2,12,32,2,0.38,0.88
P001009,C08591,reliable,499,bank_error,1,15,32,0,0.81,0.72
P001010,C01802,reliable,499,bank_error,1,32,14,2,0.01,0.87
P001011,C04305,occasionally_late,499,insufficient_funds,1,11,12,1,3.84,0.69
P001012,C04382,occasionally_late,499,insufficient_funds,1,7,8,3,3.11,0.54
P001013,C02397,reliable,499,bank_error,1,36,17,2,0.84,0.95
P001014,C04290,reliable,499,bank_error,2,21,31,0,0.91,0.7
P001015,C06124,reliable,499,insufficient_funds,1,34,35,0,0.26,0.79
P001016,C08353,reliable,499,bank_error,1,30,12,0,0.25,0.79
P001017,C04799,occasionally_late,499,payment_method_issue,1,5,17,3,1.56,0.51
P001018,C08938,frequent_failure,499,payment_method_issue,1,19,11,4,6.04,0.36
P001019,C05981,churn_risk,499,bank_error,2,8,6,8,9.58,0.06
P001020,C05377,reliable,499,payment_method_issue,1,13,12,1,0.35,0.77
P001021,C00533,frequent_failure,499,payment_method_issue,2,3,4,7,6.77,0.16
P001022,C03896,reliable,499,authentication_failed,1,28,7,2,0.29,0.87
P001023,C04411,churn_risk,499,bank_error,1,3,6,4,7.13,0.09
P001024,C07694,occasionally_late,499,bank_error,1,24,8,2,1.86,0.48
P001025,C06366,reliable,499,payment_method_issue,1,30,14,0,0.47,0.79
P001026,C03664,reliable,499,bank_error,1,30,11,1,0.02,0.8
P001027,C07111,occasionally_late,499,insufficient_funds,1,5,17,4,2.87,0.71
P001028,C01375,occasionally_late,499,payment_method_issue,1,21,12,2,1.26,0.77
P001029,C02632,reliable,499,payment_method_issue,1,19,34,1,0.09,0.83
P001030,C01552,occasionally_late,499,authentication_failed,1,5,10,2,1.29,0.6
P001031,C09778,occasionally_late,499,payment_method_issue,2,10,19,4,3.89,0.73
P001032,C08586,frequent_failure,499,authentication_failed,1,14,3,3,5.44,0.33
P001033,C00370,occasionally_late,499,payment_method_issue,1,5,13,2,2.01,0.77
P001034,C04323,frequent_failure,499,insufficient_funds,1,17,2,6,6.65,0.23
P001035,C06557,frequent_failure,499,bank_error,2,9,10,4,6.12,0.21
P001036,C01390,frequent_failure,499,insufficient_funds,1,6,11,6,6.08,0.29
P001037,C09989,reliable,499,payment_method_issue,2,6,36,1,0.86,0.77
P001038,C08561,churn_risk,499,bank_error,1,3,6,5,13.39,0.23
P001039,C02821,churn_risk,499,payment_method_issue,1,8,0,8,8.3,0.19
P001040,C08978,churn_risk,499,authentication_failed,1,8,2,6,14.32,0.15
P001041,C09825,reliable,499,bank_error,1,13,14,0,0.99,0.76
P001042,C05816,occasionally_late,499,bank_error,1,8,19,2,3.37,0.61
P001043,C05136,occasionally_late,499,insufficient_funds,1,10,4,4,1.99,0.63
P001044,C05445,occasionally_late,499,authentication_failed,2,16,8,2,3.18,0.76
P001045,C02167,frequent_failure,499,bank_error,1,14,3,7,6.74,0.43
P001046,C06501,frequent_failure,499,insufficient_funds,1,7,11,7,3.4,0.24
P001047,C07782,occasionally_late,499,payment_method_issue,1,21,7,3,3.99,0.47
P001048,C06222,reliable,499,payment_method_issue,1,9,22,2,0.37,0.89
P001049,C04877,occasionally_late,499,bank_error,1,21,10,1,3.15,0.65
P001050,C00459,reliable,499,insufficient_funds,1,13,19,2,0.45,0.84
P001051,C08247,churn_risk,499,insufficient_funds,1,6,5,7,8.62,0.07
P001052,C01635,reliable,499,authentication_failed,1,14,17,1,0.56,0.84
P001053,C09021,reliable,499,authentication_failed,2,16,32,2,0.46,0.73
P001054,C00467,frequent_failure,499,authentication_failed,1,16,7,7,7.15,0.16
P001055,C07831,churn_risk,499,bank_error,2,10,5,6,7.91,0.15
P001056,C05405,reliable,499,bank_error,1,25,32,2,0.46,0.97
P001057,C08988,occasionally_late,499,insufficient_funds,1,16,18,4,2.75,0.77
P001058,C03994,reliable,499,bank_error,1,18,23,1,0.24,0.72
P001059,C01959,reliable,499,authentication_failed,1,36,30,0,0.27,0.91
P001060,C00010,frequent_failure,499,bank_error,1,5,1,6,3.91,0.41
P001061,C03530,reliable,499,payment_method_issue,1,26,25,2,0.36,0.75
P001062,C04311,reliable,499,bank_error,1,24,36,2,0.54,0.94
P001063,C05225,occasionally_late,499,payment_method_issue,1,12,19,1,2.83,0.61
P001064,C09559,frequent_failure,499,bank_error,2,17,1,6,6.5,0.22
P001065,C04354,reliable,499,insufficient_funds,1,29,10,0,0.98,0.95
P001066,C02332,occasionally_late,499,bank_error,2,20,17,2,2.97,0.58
P001067,C03272,reliable,499,authentication_failed,1,16,16,1,0.63,0.79
P001068,C04915,reliable,499,authentication_failed,1,7,11,2,0.9,0.74
P001069,C04231,churn_risk,499,bank_error,2,1,6,4,10.78,0.3
P001070,C09853,frequent_failure,499,authentication_failed,1,9,8,4,5.81,0.49
P001071,C06952,occasionally_late,499,authentication_failed,1,6,18,1,2.6,0.78
P001072,C03997,churn_risk,499,insufficient_funds,2,5,4,6,12.27,0.14
P001073,C00635,reliable,499,authentication_failed,1,30,6,1,0.16,0.75
P001074,C07494,churn_risk,499,insufficient_funds,1,5,6,8,11.71,0.29
P001075,C01586,reliable,499,payment_method_issue,1,8,21,2,0.39,0.79
P001076,C07467,occasionally_late,499,insufficient_funds,2,24,7,1,2.41,0.76
P001077,C05081,reliable,499,insufficient_funds,1,21,23,0,0.89,0.89
P001078,C01740,reliable,499,payment_method_issue,1,25,28,1,0.16,0.96
P001079,C03521,reliable,499,bank_error,1,14,7,1,0.9,0.89
P001080,C06068,reliable,499,authentication_failed,1,6,11,0,0.1,0.73
P001081,C03936,reliable,499,bank_error,2,17,8,1,0.07,0.92
P001082,C00352,reliable,499,bank_error,1,15,28,1,0.19,0.89
P001083,C08319,reliable,499,bank_error,2,23,30,1,0.4,0.91
P001084,C07116,occasionally_late,499,insufficient_funds,1,22,3,3,3.38,0.73
P001085,C07398,reliable,499,bank_error,1,9,20,1,0.32,0.82
P001086,C02077,churn_risk,499,insufficient_funds,2,1,5,5,14.74,0.06
P001087,C09441,frequent_failure,499,insufficient_funds,2,8,11,3,4.21,0.31
P001088,C04297,reliable,499,payment_method_issue,1,14,23,1,1.0,0.75
P001089,C09457,reliable,499,insufficient_funds,1,18,8,1,0.76,0.97
P001090,C06760,occasionally_late,499,insufficient_funds,1,22,6,3,1.72,0.6
P001091,C02875,occasionally_late,499,insufficient_funds,1,11,13,4,2.91,0.76
P001092,C05205,churn_risk,499,insufficient_funds,1,7,3,5,8.12,0.16
P001093,C00605,reliable,499,bank_error,2,21,14,2,0.68,0.72
P001094,C05092,reliable,499,insufficient_funds,1,11,34,2,0.54,0.89
