customer_id,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,monthly_amount
C01242,occasionally_late,15,11,4,2.52,0.46,499
C01243,reliable,8,8,0,0.02,0.76,499
C01244,frequent_failure,7,5,2,5.34,0.25,499
C01245,frequent_failure,4,2,2,7.5,0.47,499
C01246,occasionally_late,15,14,1,2.9,0.61,499
C01247,reliable,7,7,0,0.18,0.81,499
C01248,occasionally_late,24,20,4,1.55,0.65,499
C01249,occasionally_late,20,19,1,1.77,0.59,499
C01250,reliable,24,24,0,0.65,0.89,499
C01251,reliable,33,33,0,0.76,0.84,499
C01252,reliable,10,8,2,0.04,0.77,499
C01253,reliable,26,25,1,1.0,0.76,499
C01254,reliable,14,13,1,0.88,0.82,499
C01255,churn_risk,2,1,1,6.58,0.25,499
C01256,reliable,12,12,0,0.57,0.97,499
C01257,occasionally_late,22,20,2,2.45,0.47,499
C01258,reliable,16,15,1,0.91,0.87,499
C01259,frequent_failure,12,6,6,3.99,0.49,499
C01260,frequent_failure,5,2,3,6.87,0.24,499
C01261,occasionally_late,9,7,2,1.23,0.56,499
C01262,reliable,26,24,2,0.27,0.95,499
C01263,reliable,25,23,2,0.74,0.72,499
C01264,reliable,24,23,1,0.05,0.96,499
C01265,reliable,29,26,3,0.82,0.8,499
C01266,reliable,29,29,0,0.99,0.93,499
C01267,occasionally_late,20,16,4,1.4,0.56,499
C01268,reliable,8,8,0,0.38,0.85,499
C01269,occasionally_late,21,18,3,1.53,0.73,499
C01270,reliable,24,23,1,0.27,0.92,499
C01271,frequent_failure,8,7,1,7.67,0.21,499
C01272,reliable,36,33,3,0.94,0.97,499
C01273,reliable,11,11,0,0.61,0.87,499
C01274,churn_risk,11,5,6,14.73,0.16,499
C01275,churn_risk,8,3,5,10.46,0.19,499
C01276,occasionally_late,4,4,0,1.14,0.64,499
C01277,reliable,8,6,2,0.16,0.93,499
C01278,frequent_failure,18,17,1,5.66,0.25,499
C01279,occasionally_late,18,14,4,3.44,0.75,499
C01280,reliable,27,23,4,0.39,0.78,499
C01281,churn_risk,5,2,3,7.56,0.1,499
C01282,reliable,29,28,1,0.08,0.71,499
C01283,reliable,31,31,0,0.96,0.89,499
C01284,reliable,23,18,5,0.43,0.93,499
C01285,occasionally_late,16,15,1,2.87,0.52,499
C01286,occasionally_late,11,6,5,2.66,0.57,499
C01287,occasionally_late,4,4,0,1.48,0.79,499
C01288,reliable,34,32,2,0.8,0.89,499
C01289,reliable,22,22,0,0.91,0.95,499
C01290,frequent_failure,7,5,2,5.63,0.26,499
C01291,reliable,34,32,2,0.61,0.74,499
C01292,frequent_failure,14,12,2,5.41,0.4,499
C01293,reliable,15,14,1,0.24,0.73,499
C01294,occasionally_late,16,14,2,1.24,0.8,499
C01295,churn_risk,4,2,2,10.34,0.29,499
C01296,occasionally_late,20,17,3,1.8,0.61,499
C01297,occasionally_late,22,20,2,2.94,0.45,499
C01298,churn_risk,9,3,6,14.85,0.29,499
C01299,frequent_failure,3,2,1,4.95,0.22,499
C01300,reliable,14,13,1,0.19,0.97,499
C01301,occasionally_late,14,13,1,1.9,0.54,499
C01302,reliable,18,18,0,0.09,0.83,499
C01303,churn_risk,7,2,5,11.19,0.12,499
C01304,reliable,35,33,2,0.65,0.71,499
C01305,occasionally_late,24,21,3,1.49,0.76,499
C01306,reliable,23,22,1,0.15,0.84,499
C01307,occasionally_late,7,7,0,2.0,0.47,499
C01308,reliable,18,18,0,0.83,0.85,499
C01309,reliable,34,34,0,0.12,0.88,499
C01310,reliable,33,33,0,0.47,0.81,499
C01311,reliable,20,20,0,0.7,0.76,499
C01312,reliable,32,32,0,0.9,0.76,499
C01313,reliable,34,31,3,0.78,0.84,499
C01314,churn_risk,3,2,1,12.61,0.09,499
C01315,reliable,31,28,3,0.27,0.88,499
C01316,churn_risk,3,2,1,7.25,0.11,499
C01317,reliable,30,29,1,0.9,0.87,499
C01318,frequent_failure,8,6,2,4.46,0.27,499
C01319,reliable,21,21,0,0.5,0.9,499
C01320,frequent_failure,5,5,0,3.27,0.4,499
C01321,occasionally_late,16,13,3,2.26,0.79,499
C01322,frequent_failure,15,13,2,5.85,0.45,499
C01323,reliable,10,9,1,0.95,0.82,499
C01324,churn_risk,9,6,3,10.57,0.29,499
C01325,reliable,31,30,1,0.19,0.77,499
C01326,churn_risk,10,4,6,13.21,0.12,499
C01327,frequent_failure,5,2,3,6.61,0.38,499
C01328,churn_risk,3,1,2,7.74,0.26,499
C01329,reliable,26,25,1,0.22,0.85,499
C01330,occasionally_late,10,10,0,3.48,0.74,499
C01331,frequent_failure,16,12,4,6.74,0.49,499
C01332,reliable,9,9,0,0.7,0.98,499
C01333,occasionally_late,11,9,2,1.77,0.69,499
C01334,reliable,31,30,1,0.03,0.89,499
C01335,reliable,34,30,4,0.92,0.72,499
C01336,reliable,24,23,1,0.62,0.91,499
C01337,reliable,9,8,1,0.71,0.97,499
C01338,occasionally_late,24,20,4,3.03,0.7,499
C01339,reliable,21,21,0,0.52,0.72,499
C01340,frequent_failure,18,13,5,3.59,0.5,499
C01341,reliable,30,27,3,0.3,0.75,499
C01342,reliable,20,19,1,0.67,0.76,499
C01343,reliable,12,11,1,0.3,0.97,499
C01344,reliable,21,18,3,0.32,0.92,499
C01345,reliable,13,13,0,0.09,0.92,499
C01346,occasionally_late,15,13,2,2.22,0.49,499
C01347,reliable,29,29,0,0.98,0.9,499
C01348,reliable,18,16,2,0.56,0.97,499
C01349,reliable,28,27,1,0.16,0.91,499
C01350,reliable,14,12,2,0.78,0.71,499
C01351,occasionally_late,11,9,2,3.26,0.7,499
C01352,reliable,32,31,1,0.73,0.95,499
C01353,reliable,11,10,1,0.64,0.91,499
C01354,reliable,18,16,2,0.32,0.99,499
C01355,occasionally_late,13,13,0,3.89,0.48,499
C01356,churn_risk,7,4,3,10.56,0.23,499
C01357,reliable,16,16,0,0.31,0.95,499
C01358,frequent_failure,5,4,1,7.68,0.39,499
C01359,occasionally_late,7,7,0,3.13,0.48,499
C01360,occasionally_late,11,9,2,1.09,0.64,499
C01361,occasionally_late,12,11,1,2.1,0.53,499
C01362,reliable,10,10,0,0.7,0.74,499
C01363,reliable,33,28,5,0.01,0.92,499
C01364,reliable,21,19,2,0.71,0.84,499
C01365,reliable,16,16,0,0.81,0.73,499
C01366,churn_risk,11,6,5,10.8,0.09,499
C01367,reliable,36,36,0,0.46,0.88,499
C01368,occasionally_late,5,3,2,1.39,0.61,499
C01369,frequent_failure,8,5,3,6.74,0.24,499
C01370,frequent_failure,18,11,7,3.44,0.29,499
C01371,occasionally_late,20,17,3,3.36,0.74,499
C01372,reliable,27,26,1,0.25,0.8,499
C01373,reliable,24,21,3,0.75,0.83,499
C01374,occasionally_late,7,6,1,1.04,0.78,499
C01375,reliable,27,27,0,0.68,0.82,499
C01376,churn_risk,10,7,3,12.27,0.05,499
C01377,reliable,17,17,0,0.27,0.94,499
C01378,occasionally_late,18,15,3,1.32,0.7,499
C01379,reliable,8,8,0,0.42,0.88,499
C01380,reliable,36,33,3,0.25,0.98,499
C01381,occasionally_late,21,19,2,2.24,0.7,499
C01382,frequent_failure,5,4,1,5.18,0.29,499
C01383,reliable,36,35,1,0.88,0.75,499
C01384,occasionally_late,20,16,4,2.23,0.53,499
C01385,reliable,29,27,2,0.61,0.95,499
C01386,reliable,9,9,0,0.65,0.78,499
C01387,occasionally_late,8,8,0,2.23,0.53,499
C01388,reliable,31,30,1,0.01,0.87,499
C01389,reliable,17,17,0,0.35,0.81,499
C01390,frequent_failure,13,6,7,4.64,0.36,499
C01391,reliable,21,21,0,0.65,0.71,499
C01392,reliable,22,21,1,0.56,0.85,499
C01393,reliable,23,22,1,0.4,0.75,499
C01394,frequent_failure,15,11,4,7.24,0.4,499
C01395,reliable,25,23,2,0.32,0.93,499
C01396,reliable,6,6,0,0.13,0.94,499
C01397,reliable,16,15,1,0.73,0.83,499
C01398,occasionally_late,12,10,2,1.36,0.49,499
C01399,occasionally_late,15,13,2,1.11,0.56,499
C01400,occasionally_late,21,16,5,3.32,0.51,499
C01401,frequent_failure,15,11,4,3.19,0.31,499
C01402,reliable,34,33,1,0.48,0.81,499
C01403,churn_risk,1,0,1,14.04,0.29,499
C01404,frequent_failure,4,4,0,3.32,0.36,499
C01405,frequent_failure,18,15,3,7.16,0.2,499
C01406,frequent_failure,9,7,2,5.99,0.16,499
C01407,reliable,31,30,1,0.23,0.73,499
C01408,reliable,31,29,2,0.15,0.98,499
C01409,occasionally_late,18,15,3,2.85,0.71,499
C01410,reliable,15,14,1,0.84,0.79,499
C01411,reliable,35,35,0,0.27,0.79,499
C01412,reliable,21,20,1,0.29,0.91,499
C01413,reliable,16,16,0,0.92,0.87,499
C01414,frequent_failure,15,11,4,6.37,0.17,499
C01415,frequent_failure,6,5,1,6.39,0.42,499
C01416,occasionally_late,13,11,2,1.62,0.54,499
C01417,occasionally_late,12,12,0,2.22,0.74,499
C01418,occasionally_late,9,8,1,2.83,0.58,499
C01419,frequent_failure,16,10,6,4.35,0.43,499
C01420,reliable,6,6,0,0.04,0.91,499
C01421,reliable,20,20,0,0.47,0.91,499
C01422,reliable,30,28,2,0.69,0.94,499
C01423,reliable,9,9,0,0.33,0.96,499
C01424,reliable,20,20,0,0.97,0.7,499
C01425,reliable,22,21,1,0.24,0.74,499
C01426,reliable,36,33,3,0.25,0.88,499
C01427,reliable,34,30,4,0.36,0.93,499
C01428,frequent_failure,6,6,0,7.75,0.41,499
C01429,frequent_failure,15,11,4,5.93,0.49,499
C01430,churn_risk,4,3,1,12.48,0.08,499
C01431,frequent_failure,14,10,4,3.24,0.43,499
C01432,reliable,31,31,0,0.63,0.91,499
C01433,frequent_failure,12,7,5,5.04,0.25,499
C01434,reliable,21,20,1,0.79,1.0,499
C01435,churn_risk,4,1,3,5.0,0.08,499
C01436,frequent_failure,4,3,1,6.04,0.49,499
C01437,occasionally_late,8,7,1,2.85,0.69,499
C01438,frequent_failure,12,8,4,3.18,0.34,499
C01439,reliable,32,30,2,0.32,0.78,499
C01440,frequent_failure,10,6,4,3.53,0.4,499
C01441,frequent_failure,8,7,1,6.92,0.49,499
C01442,reliable,14,12,2,0.09,0.71,499
C01443,reliable,34,33,1,0.82,0.94,499
C01444,reliable,33,32,1,0.98,0.76,499
C01445,reliable,20,18,2,0.15,0.72,499
C01446,reliable,6,6,0,0.2,0.8,499
C01447,reliable,11,11,0,0.34,0.76,499
C01448,reliable,29,27,2,0.69,0.87,499
C01449,reliable,6,6,0,0.38,0.9,499
C01450,reliable,36,32,4,0.87,0.94,499
C01451,churn_risk,1,0,1,6.06,0.22,499
C01452,occasionally_late,5,5,0,3.69,0.57,499
C01453,reliable,32,31,1,0.42,0.7,499
C01454,occasionally_late,24,22,2,3.38,0.67,499
C01455,occasionally_late,21,17,4,3.19,0.61,499
C01456,reliable,10,8,2,0.91,0.94,499
C01457,churn_risk,2,2,0,7.47,0.3,499
C01458,reliable,12,12,0,0.79,0.73,499
C01459,frequent_failure,18,14,4,4.6,0.36,499
C01460,reliable,14,14,0,0.34,0.73,499
C01461,occasionally_late,12,11,1,1.49,0.46,499
C01462,occasionally_late,5,5,0,3.93,0.76,499
C01463,occasionally_late,14,11,3,3.71,0.69,499
C01464,reliable,25,23,2,0.07,0.76,499
C01465,frequent_failure,5,5,0,6.49,0.22,499
C01466,reliable,35,34,1,0.21,0.71,499
C01467,reliable,24,19,5,0.79,0.88,499
C01468,occasionally_late,21,19,2,3.79,0.58,499
C01469,reliable,36,35,1,0.13,0.91,499
C01470,reliable,35,34,1,0.67,0.91,499
C01471,churn_risk,6,4,2,6.27,0.19,499
C01472,reliable,29,27,2,0.46,0.94,499
C01473,occasionally_late,19,15,4,3.9,0.71,499
C01474,reliable,12,11,1,0.44,0.99,499
C01475,reliable,22,22,0,0.32,0.78,499
C01476,reliable,30,30,0,0.84,0.81,499
C01477,occasionally_late,7,6,1,2.34,0.73,499
C01478,reliable,6,6,0,0.69,0.88,499
C01479,reliable,7,7,0,0.23,0.87,499
C01480,occasionally_late,16,13,3,1.2,0.74,499
C01481,occasionally_late,16,15,1,1.27,0.66,499
C01482,churn_risk,4,3,1,5.65,0.19,499
C01483,reliable,21,19,2,0.5,0.98,499
C01484,occasionally_late,10,10,0,3.55,0.6,499
C01485,reliable,32,31,1,0.98,0.81,499
C01486,reliable,25,22,3,0.32,0.75,499
C01487,reliable,25,25,0,0.23,0.7,499
C01488,reliable,24,24,0,0.0,0.96,499
C01489,occasionally_late,24,23,1,3.59,0.79,499
C01490,reliable,36,35,1,0.41,0.78,499
C01491,occasionally_late,13,11,2,3.07,0.65,499
C01492,reliable,21,20,1,0.9,0.89,499
C01493,churn_risk,8,3,5,11.43,0.15,499
C01494,reliable,28,26,2,0.76,0.86,499
C01495,churn_risk,5,5,0,10.2,0.12,499
C01496,reliable,23,23,0,0.05,0.97,499
C01497,occasionally_late,4,3,1,1.47,0.59,499
C01498,reliable,29,29,0,0.72,0.93,499
C01499,occasionally_late,17,12,5,1.26,0.73,499
C01500,churn_risk,11,8,3,8.33,0.16,499
C01501,reliable,8,6,2,0.31,0.78,499
C01502,reliable,32,27,5,0.12,0.81,499
C01503,churn_risk,3,1,2,12.13,0.22,499
C01504,reliable,30,30,0,0.26,0.81,499
C01505,reliable,28,28,0,0.43,0.86,499
C01506,reliable,9,9,0,0.62,0.99,499
C01507,reliable,16,16,0,0.54,0.8,499
C01508,frequent_failure,4,2,2,5.93,0.39,499
C01509,occasionally_late,10,8,2,3.45,0.73,499
C01510,reliable,21,20,1,0.09,0.89,499
C01511,reliable,17,17,0,0.36,0.79,499
C01512,occasionally_late,23,19,4,2.97,0.76,499
C01513,occasionally_late,13,9,4,1.94,0.52,499
C01514,reliable,35,35,0,0.27,0.96,499
C01515,occasionally_late,21,19,2,1.88,0.53,499
C01516,reliable,9,8,1,0.46,0.84,499
C01517,frequent_failure,7,4,3,4.55,0.2,499
C01518,occasionally_late,16,14,2,2.63,0.64,499
C01519,occasionally_late,6,5,1,2.49,0.71,499
C01520,frequent_failure,17,14,3,5.44,0.2,499
C01521,reliable,26,21,5,0.11,0.77,499
C01522,churn_risk,11,4,7,11.44,0.08,499
C01523,occasionally_late,6,6,0,1.06,0.66,499
C01524,frequent_failure,9,5,4,5.34,0.23,499
C01525,occasionally_late,16,14,2,3.43,0.73,499
C01526,occasionally_late,18,16,2,2.14,0.6,499
C01527,occasionally_late,20,17,3,2.32,0.48,499
C01528,reliable,16,16,0,0.96,0.85,499
C01529,reliable,9,8,1,0.2,0.75,499
C01530,reliable,11,10,1,0.9,0.98,499
C01531,reliable,34,32,2,0.25,0.94,499
C01532,reliable,9,9,0,0.03,0.75,499
C01533,occasionally_late,20,16,4,1.43,0.45,499
C01534,reliable,20,19,1,0.69,0.82,499
C01535,reliable,12,12,0,0.43,0.9,499
C01536,reliable,15,14,1,0.38,0.72,499
C01537,reliable,22,21,1,0.83,0.8,499
C01538,reliable,10,10,0,0.86,0.9,499
C01539,occasionally_late,15,12,3,2.99,0.6,499
C01540,frequent_failure,3,2,1,4.29,0.47,499
C01541,occasionally_late,5,4,1,2.17,0.75,499
C01542,reliable,25,25,0,0.66,0.83,499
C01543,frequent_failure,10,8,2,4.93,0.49,499
C01544,reliable,13,13,0,0.29,0.75,499
C01545,reliable,34,34,0,0.5,0.74,499
C01546,reliable,20,18,2,0.75,0.76,499
C01547,frequent_failure,12,9,3,4.93,0.41,499
C01548,occasionally_late,24,19,5,1.76,0.54,499
C01549,reliable,10,10,0,0.4,0.75,499
C01550,reliable,27,27,0,0.54,0.91,499
C01551,reliable,19,17,2,0.34,0.74,499
C01552,reliable,18,18,0,0.45,0.7,499
C01553,reliable,8,8,0,0.9,0.72,499
C01554,occasionally_late,23,20,3,1.07,0.63,499
C01555,reliable,34,28,6,0.26,0.84,499
C01556,occasionally_late,23,22,1,3.3,0.46,499
C01557,reliable,21,21,0,0.04,0.89,499
C01558,reliable,20,20,0,0.58,0.8,499
C01559,churn_risk,8,5,3,13.79,0.13,499
C01560,reliable,11,10,1,0.58,0.72,499
C01561,reliable,23,21,2,0.04,0.85,499
C01562,churn_risk,1,1,0,7.99,0.19,499
C01563,reliable,9,9,0,0.93,0.9,499
C01564,reliable,10,9,1,0.5,0.74,499
C01565,reliable,13,13,0,0.06,0.87,499
C01566,occasionally_late,11,8,3,3.47,0.7,499
C01567,reliable,33,33,0,0.35,0.98,499
C01568,occasionally_late,8,6,2,2.68,0.5,499
C01569,churn_risk,1,0,1,14.38,0.28,499
C01570,reliable,29,29,0,0.7,0.79,499
C01571,reliable,7,7,0,0.85,0.79,499
C01572,occasionally_late,11,10,1,1.23,0.78,499
C01573,churn_risk,11,5,6,8.64,0.18,499
C01574,occasionally_late,15,12,3,3.96,0.71,499
C01575,frequent_failure,12,7,5,7.15,0.2,499
C01576,occasionally_late,16,13,3,2.58,0.46,499
C01577,frequent_failure,8,4,4,3.03,0.36,499
C01578,reliable,16,15,1,0.23,0.75,499
C01579,occasionally_late,23,22,1,3.68,0.59,499
C01580,reliable,33,33,0,0.31,0.94,499
C01581,reliable,10,10,0,0.25,0.87,499
C01582,frequent_failure,4,2,2,4.7,0.26,499
C01583,frequent_failure,12,8,4,4.32,0.33,499
C01584,reliable,30,29,1,0.8,0.86,499
C01585,reliable,28,28,0,0.6,0.78,499
C01586,reliable,14,14,0,0.65,0.91,499
C01587,reliable,14,14,0,0.64,0.87,499
C01588,occasionally_late,17,14,3,3.06,0.63,499
C01589,occasionally_late,7,7,0,1.89,0.63,499
C01590,churn_risk,4,2,2,14.14,0.18,499
C01591,reliable,7,7,0,0.53,0.82,499
C01592,reliable,6,6,0,0.37,0.73,499
C01593,reliable,32,31,1,0.62,0.88,499
C01594,occasionally_late,22,18,4,2.45,0.56,499
C01595,reliable,9,9,0,0.37,0.74,499
C01596,reliable,31,29,2,0.83,0.84,499
C01597,reliable,22,22,0,0.63,1.0,499
C01598,reliable,23,23,0,0.46,0.71,499
C01599,occasionally_late,7,7,0,3.78,0.56,499
C01600,frequent_failure,10,8,2,7.75,0.45,499
C01601,reliable,28,26,2,0.94,0.94,499
C01602,occasionally_late,11,11,0,1.76,0.63,499
C01603,reliable,7,7,0,0.51,0.73,499
C01604,frequent_failure,4,3,1,6.82,0.4,499
C01605,reliable,18,18,0,0.75,0.8,499
C01606,reliable,10,10,0,0.04,0.81,499
C01607,reliable,15,15,0,0.51,0.96,499
C01608,reliable,28,28,0,0.77,0.86,499
C01609,reliable,28,27,1,0.29,0.74,499
C01610,reliable,18,18,0,0.7,0.94,499
C01611,reliable,32,29,3,0.6,1.0,499
C01612,frequent_failure,4,1,3,5.14,0.46,499
C01613,frequent_failure,13,7,6,6.01,0.4,499
C01614,reliable,10,9,1,0.68,0.78,499
C01615,frequent_failure,18,14,4,6.09,0.29,499
C01616,churn_risk,2,1,1,11.33,0.15,499
C01617,reliable,7,7,0,0.54,0.85,499
C01618,reliable,18,18,0,0.66,0.76,499
C01619,reliable,7,7,0,0.64,0.93,499
C01620,churn_risk,10,3,7,6.72,0.12,499
C01621,reliable,10,10,0,0.77,0.89,499
C01622,occasionally_late,18,15,3,2.69,0.45,499
C01623,reliable,27,24,3,0.67,0.84,499
C01624,reliable,14,14,0,0.81,0.97,499
C01625,churn_risk,9,7,2,5.93,0.23,499
C01626,occasionally_late,4,3,1,3.63,0.49,499
C01627,occasionally_late,20,17,3,2.5,0.69,499
C01628,occasionally_late,8,7,1,3.39,0.45,499
C01629,occasionally_late,9,9,0,3.73,0.75,499
C01630,reliable,8,8,0,0.29,0.95,499
C01631,occasionally_late,14,12,2,2.15,0.71,499
C01632,reliable,33,33,0,0.06,0.94,499
C01633,occasionally_late,24,21,3,1.04,0.74,499
C01634,reliable,19,19,0,0.49,0.84,499
C01635,reliable,13,13,0,0.72,0.96,499
C01636,frequent_failure,8,6,2,6.87,0.2,499
C01637,occasionally_late,6,5,1,1.54,0.72,499
C01638,occasionally_late,8,7,1,1.87,0.56,499
C01639,occasionally_late,17,14,3,2.01,0.55,499
C01640,reliable,11,9,2,0.51,0.95,499
C01641,churn_risk,9,4,5,11.11,0.26,499
C01642,reliable,18,17,1,0.47,0.87,499
C01643,occasionally_late,8,8,0,3.4,0.78,499
C01644,reliable,36,36,0,0.34,0.72,499
C01645,frequent_failure,4,3,1,3.82,0.27,499
C01646,reliable,16,15,1,0.9,0.88,499
C01647,frequent_failure,10,5,5,6.63,0.22,499
C01648,occasionally_late,21,17,4,1.22,0.79,499
C01649,reliable,11,11,0,0.7,0.93,499
C01650,occasionally_late,8,8,0,2.9,0.79,499
C01651,reliable,9,9,0,0.88,0.84,499
C01652,reliable,32,29,3,0.86,0.9,499
C01653,reliable,31,30,1,0.82,0.79,499
C01654,occasionally_late,15,15,0,3.21,0.52,499
C01655,occasionally_late,24,22,2,1.85,0.63,499
C01656,frequent_failure,12,11,1,6.9,0.22,499
C01657,frequent_failure,10,5,5,5.82,0.38,499
C01658,reliable,36,36,0,0.3,0.87,499
C01659,occasionally_late,23,20,3,3.44,0.68,499
C01660,reliable,35,33,2,0.24,0.92,499
C01661,reliable,32,31,1,0.13,0.86,499
C01662,reliable,8,8,0,0.3,0.75,499
C01663,reliable,26,25,1,0.6,0.73,499
C01664,reliable,22,22,0,0.47,0.72,499
C01665,reliable,11,10,1,0.01,0.76,499
C01666,reliable,18,16,2,0.78,0.79,499
C01667,reliable,7,7,0,0.92,0.81,499
C01668,churn_risk,6,4,2,7.3,0.05,499
C01669,reliable,7,7,0,0.07,0.99,499
C01670,occasionally_late,21,18,3,1.96,0.61,499
C01671,reliable,32,30,2,0.07,0.9,499
C01672,reliable,6,6,0,0.68,0.71,499
C01673,reliable,9,9,0,0.72,0.92,499
C01674,frequent_failure,18,14,4,6.45,0.46,499
C01675,churn_risk,5,1,4,13.8,0.12,499
C01676,reliable,29,29,0,0.01,0.93,499
C01677,reliable,19,19,0,0.1,0.81,499
C01678,reliable,10,10,0,0.83,0.87,499
C01679,reliable,16,14,2,0.21,0.85,499
C01680,occasionally_late,15,15,0,3.85,0.51,499
C01681,reliable,8,8,0,0.54,0.86,499
C01682,occasionally_late,20,19,1,1.73,0.67,499
C01683,reliable,25,24,1,0.61,0.98,499
C01684,reliable,33,32,1,0.98,0.75,499
C01685,occasionally_late,23,21,2,3.53,0.6,499
C01686,occasionally_late,12,12,0,2.78,0.52,499
C01687,reliable,17,17,0,0.04,0.82,499
C01688,reliable,17,15,2,0.12,0.98,499
C01689,occasionally_late,5,5,0,2.93,0.55,499
C01690,frequent_failure,17,10,7,5.91,0.24,499
C01691,occasionally_late,4,4,0,3.53,0.62,499
C01692,frequent_failure,4,3,1,6.44,0.27,499
C01693,reliable,35,35,0,0.22,0.78,499
C01694,reliable,26,26,0,0.42,0.72,499
C01695,reliable,29,26,3,0.51,0.74,499
C01696,reliable,18,18,0,0.91,0.72,499
C01697,reliable,17,17,0,0.77,0.75,499
C01698,occasionally_late,8,8,0,1.07,0.54,499
C01699,frequent_failure,15,8,7,7.52,0.19,499
C01700,frequent_failure,8,7,1,7.61,0.3,499
C01701,reliable,30,28,2,0.39,0.8,499
C01702,frequent_failure,6,6,0,3.79,0.39,499
C01703,occasionally_late,13,12,1,3.81,0.46,499
C01704,reliable,29,28,1,0.67,0.73,499
C01705,reliable,28,27,1,0.53,0.88,499
C01706,reliable,13,11,2,0.48,0.91,499
C01707,reliable,26,25,1,0.64,0.95,499
C01708,reliable,32,32,0,0.6,0.74,499
C01709,reliable,6,5,1,0.78,0.84,499
C01710,reliable,31,30,1,0.42,0.74,499
C01711,occasionally_late,23,21,2,2.52,0.46,499
C01712,frequent_failure,15,10,5,5.31,0.29,499
C01713,reliable,29,25,4,0.44,0.82,499
C01714,reliable,8,8,0,0.52,0.73,499
C01715,reliable,12,12,0,0.72,0.94,499
C01716,reliable,19,19,0,0.87,0.85,499
C01717,reliable,22,22,0,0.23,0.84,499
C01718,reliable,9,9,0,0.63,0.94,499
C01719,occasionally_late,19,14,5,1.41,0.79,499
C01720,reliable,11,10,1,0.46,0.78,499
C01721,reliable,10,10,0,0.6,0.91,499
C01722,reliable,35,33,2,0.43,0.84,499
C01723,frequent_failure,12,6,6,6.35,0.37,499
C01724,frequent_failure,6,2,4,6.9,0.35,499
C01725,reliable,35,30,5,0.2,0.87,499
C01726,reliable,17,15,2,0.73,0.81,499
C01727,reliable,26,25,1,0.18,0.93,499
C01728,reliable,32,31,1,0.53,0.85,499
C01729,reliable,33,31,2,0.37,0.82,499
C01730,churn_risk,2,1,1,5.89,0.1,499
C01731,reliable,14,13,1,0.58,0.71,499
C01732,occasionally_late,4,4,0,1.98,0.5,499
C01733,frequent_failure,6,5,1,4.53,0.3,499
C01734,reliable,18,16,2,0.53,0.73,499
C01735,reliable,32,32,0,0.88,0.93,499
C01736,occasionally_late,13,11,2,2.91,0.71,499
C01737,reliable,24,23,1,0.88,0.87,499
C01738,reliable,7,5,2,0.9,0.75,499
C01739,reliable,19,19,0,0.79,0.81,499
C01740,churn_risk,10,4,6,13.23,0.22,499
C01741,frequent_failure,11,8,3,5.96,0.33,499
C01742,churn_risk,5,4,1,13.39,0.29,499
C01743,reliable,36,35,1,0.15,0.95,499
C01744,churn_risk,4,1,3,12.28,0.21,499
C01745,reliable,18,18,0,0.29,0.86,499
C01746,reliable,7,7,0,0.5,0.83,499
C01747,occasionally_late,20,18,2,2.69,0.79,499
C01748,occasionally_late,16,14,2,3.41,0.51,499
C01749,occasionally_late,17,12,5,3.41,0.71,499
C01750,churn_risk,9,6,3,13.62,0.24,499
C01751,reliable,17,15,2,0.92,0.82,499
C01752,reliable,21,21,0,0.37,0.71,499
C01753,frequent_failure,4,2,2,7.74,0.28,499
C01754,reliable,18,17,1,0.6,0.88,499
C01755,reliable,33,32,1,0.69,0.93,499
C01756,occasionally_late,10,10,0,1.01,0.56,499
C01757,reliable,18,18,0,0.82,0.9,499
C01758,reliable,29,28,1,0.29,0.78,499
C01759,reliable,33,32,1,0.57,0.98,499
C01760,reliable,15,14,1,0.35,0.92,499
C01761,occasionally_late,23,16,7,3.36,0.72,499
C01762,reliable,33,31,2,0.72,0.73,499
C01763,reliable,16,15,1,0.83,0.98,499
C01764,frequent_failure,4,3,1,7.15,0.48,499
C01765,reliable,25,23,2,0.44,0.99,499
C01766,reliable,20,20,0,0.03,0.94,499
C01767,reliable,15,15,0,0.91,0.95,499
C01768,occasionally_late,8,8,0,3.06,0.71,499
C01769,churn_risk,11,5,6,13.66,0.06,499
C01770,frequent_failure,18,12,6,6.52,0.36,499
C01771,reliable,36,36,0,0.01,0.77,499
C01772,reliable,31,31,0,0.94,0.88,499
C01773,reliable,21,19,2,0.89,0.9,499
C01774,reliable,22,18,4,0.62,0.98,499
C01775,reliable,10,9,1,0.56,0.73,499
C01776,reliable,8,8,0,0.62,0.84,499
C01777,reliable,12,11,1,0.99,0.94,499
C01778,churn_risk,5,4,1,6.37,0.14,499
C01779,frequent_failure,19,13,6,6.64,0.19,499
C01780,occasionally_late,16,14,2,3.04,0.71,499
C01781,frequent_failure,15,6,9,6.18,0.26,499
C01782,reliable,9,8,1,0.58,0.78,499
C01783,reliable,33,31,2,0.5,0.71,499
C01784,occasionally_late,21,20,1,1.32,0.68,499
C01785,reliable,17,16,1,0.83,0.81,499
C01786,occasionally_late,20,18,2,2.6,0.66,499
C01787,reliable,35,33,2,0.22,0.78,499
C01788,reliable,6,6,0,0.56,0.79,499
C01789,occasionally_late,5,5,0,1.31,0.66,499
C01790,frequent_failure,4,4,0,7.45,0.4,499
C01791,frequent_failure,4,0,4,6.0,0.39,499
C01792,reliable,14,13,1,0.12,0.85,499
C01793,frequent_failure,16,11,5,5.77,0.16,499
