payment_id,failure_reason,selected_action,ml_probability,net_value,recovered,reason_policy_action,policy_match
P001492,bank_error,RETRY,0.78750074,48.6453041434288,0,RETRY,True
P001498,insufficient_funds,WAIT,0.29450592,0.0,0,WAIT,True
P001503,bank_error,RETRY,0.69523,158.90725454688072,1,RETRY,True
P001510,bank_error,RETRY,0.7897707,65.62099003791809,0,RETRY,True
P001513,bank_error,RETRY,0.85286874,78.00957554578781,1,RETRY,True
P001534,authentication_failed,PAYMENT_LINK,0.87884337,183.2386276125908,1,PAYMENT_LINK,True
P001537,payment_method_issue,PAYMENT_LINK,0.89882433,155.06468951702118,1,PAYMENT_LINK,True
P001548,insufficient_funds,REMINDER,0.7735814,31.423756062984467,1,WAIT,False
P001552,payment_method_issue,PAYMENT_LINK,0.875889,135.91558426618576,0,PAYMENT_LINK,True
P001554,bank_error,RETRY,0.8336245,58.602184534072876,0,RETRY,True
P001557,bank_error,RETRY,0.7459434,72.10061955451965,1,RETRY,True
P001558,payment_method_issue,PAYMENT_LINK,0.84014064,153.18307596445084,1,PAYMENT_LINK,True
P001560,payment_method_issue,PAYMENT_LINK,0.9365351,122.39231407642365,1,PAYMENT_LINK,True
P001563,payment_method_issue,PAYMENT_LINK,0.8474749,205.51094129681587,1,PAYMENT_LINK,True
P001567,payment_method_issue,PAYMENT_LINK,0.8127233,172.73620629310608,1,PAYMENT_LINK,True
P001568,insufficient_funds,PAYMENT_LINK,0.44174838,21.478916257619858,1,WAIT,False
P001570,authentication_failed,PAYMENT_LINK,0.9071274,185.44104611873627,1,PAYMENT_LINK,True
P001578,bank_error,RETRY,0.8683326,53.9019131064415,1,RETRY,True
P001579,insufficient_funds,PAYMENT_LINK,0.66062397,85.02790594100952,1,WAIT,False
P001583,bank_error,RETRY,0.68954635,72.9336833357811,1,RETRY,True
P001584,insufficient_funds,WAIT,0.60265934,0.0,1,WAIT,True
P001587,bank_error,RETRY,0.85036737,51.1019931435585,1,RETRY,True
P001588,payment_method_issue,PAYMENT_LINK,0.7622169,141.54528588056564,0,PAYMENT_LINK,True
P001601,payment_method_issue,PAYMENT_LINK,0.68785405,200.14574167132378,1,PAYMENT_LINK,True
P001602,insufficient_funds,WAIT,0.81014544,0.0,1,WAIT,True
P001607,insufficient_funds,WAIT,0.5459898,0.0,1,WAIT,True
P001608,bank_error,RETRY,0.7060691,43.69094067811966,1,RETRY,True
P001612,bank_error,RETRY,0.7738321,89.52547997236252,0,RETRY,True
P001614,authentication_failed,PAYMENT_LINK,0.8028885,181.53245148062706,1,PAYMENT_LINK,True
P001615,bank_error,RETRY,0.83126897,97.17001277208328,1,RETRY,True
P001619,bank_error,RETRY,0.70741713,33.83872491121292,1,RETRY,True
P001621,payment_method_issue,PAYMENT_LINK,0.83964175,181.23316538333893,1,PAYMENT_LINK,True
P001625,insufficient_funds,WAIT,0.41314596,0.0,0,WAIT,True
P001629,payment_method_issue,PAYMENT_LINK,0.87925786,195.55092304944992,1,PAYMENT_LINK,True
P001638,insufficient_funds,WAIT,0.68373924,0.0,1,WAIT,True
P001642,payment_method_issue,PAYMENT_LINK,0.7884409,210.43287032842636,1,PAYMENT_LINK,True
P001660,bank_error,RETRY,0.78124994,67.46277809143066,1,RETRY,True
P001666,payment_method_issue,PAYMENT_LINK,0.8724263,204.24573069810867,1,PAYMENT_LINK,True
P001671,payment_method_issue,PAYMENT_LINK,0.88208556,153.81481128931046,1,PAYMENT_LINK,True
P001692,insufficient_funds,WAIT,0.6735932,0.0,0,WAIT,True
P001695,bank_error,REMINDER,0.69000745,69.5251590013504,0,RETRY,False
P001707,payment_method_issue,PAYMENT_LINK,0.8670246,167.8458491563797,1,PAYMENT_LINK,True
P001711,bank_error,RETRY,0.76894116,23.380382299423218,1,RETRY,True
P001726,payment_method_issue,PAYMENT_LINK,0.79178596,144.53248086571693,1,PAYMENT_LINK,True
P001733,payment_method_issue,PAYMENT_LINK,0.8557727,177.6541051864624,1,PAYMENT_LINK,True
P001737,authentication_failed,PAYMENT_LINK,0.87478304,292.36141705513,1,PAYMENT_LINK,True
P001739,payment_method_issue,PAYMENT_LINK,0.7967088,236.9564147591591,1,PAYMENT_LINK,True
P001740,bank_error,RETRY,0.76681,39.64370036125183,1,RETRY,True
P001741,payment_method_issue,PAYMENT_LINK,0.7496633,195.7075184583664,1,PAYMENT_LINK,True
P001742,authentication_failed,PAYMENT_LINK,0.81624174,228.5871857702732,1,PAYMENT_LINK,True
P001745,bank_error,WAIT,0.67936736,0.0,1,RETRY,False
P001746,authentication_failed,PAYMENT_LINK,0.91956455,141.62333077192307,1,PAYMENT_LINK,True
P001747,payment_method_issue,PAYMENT_LINK,0.83724385,186.63181069493294,1,PAYMENT_LINK,True
P001749,insufficient_funds,REMINDER,0.7749463,46.22599285840988,1,WAIT,False
P001753,bank_error,RETRY,0.68797266,148.27261197566986,1,RETRY,True
P001757,payment_method_issue,PAYMENT_LINK,0.66391015,204.05393478274345,1,PAYMENT_LINK,True
P001761,bank_error,RETRY,0.77323276,75.96717286109924,1,RETRY,True
P001763,payment_method_issue,PAYMENT_LINK,0.8524461,185.51724696159363,1,PAYMENT_LINK,True
P001764,authentication_failed,PAYMENT_LINK,0.7482401,179.96612560749054,1,PAYMENT_LINK,True
P001771,payment_method_issue,PAYMENT_LINK,0.8247663,143.12893688678741,1,PAYMENT_LINK,True
P001777,authentication_failed,PAYMENT_LINK,0.90281045,163.21716845035553,1,PAYMENT_LINK,True
P001781,payment_method_issue,PAYMENT_LINK,0.7899689,169.86549866199493,1,PAYMENT_LINK,True
P001789,payment_method_issue,PAYMENT_LINK,0.8786331,145.80804193019867,1,PAYMENT_LINK,True
P001794,authentication_failed,PAYMENT_LINK,0.9302184,129.49975287914276,1,PAYMENT_LINK,True
P001799,authentication_failed,PAYMENT_LINK,0.8867493,216.77061221003532,1,PAYMENT_LINK,True
P001801,payment_method_issue,PAYMENT_LINK,0.9102158,131.6920291185379,1,PAYMENT_LINK,True
P001802,bank_error,RETRY,0.7897393,106.29716056585312,1,RETRY,True
P001805,bank_error,RETRY,0.63141096,68.94804018735886,1,RETRY,True
P001814,insufficient_funds,REMINDER,0.76299775,49.09003812074661,1,WAIT,False
P001815,bank_error,RETRY,0.703509,43.04585087299347,1,RETRY,True
P001818,authentication_failed,PAYMENT_LINK,0.90337574,232.58643621206284,1,PAYMENT_LINK,True
P001819,authentication_failed,PAYMENT_LINK,0.913931,209.0436772108078,1,PAYMENT_LINK,True
P001821,insufficient_funds,WAIT,0.45637822,0.0,1,WAIT,True
P001831,bank_error,RETRY,0.72830737,33.83349019289017,1,RETRY,True
P001832,bank_error,PAYMENT_LINK,0.8597119,113.79422974586487,1,RETRY,False
P001840,insufficient_funds,WAIT,0.6511484,0.0,1,WAIT,True
P001841,authentication_failed,PAYMENT_LINK,0.84870553,192.97854974865913,1,PAYMENT_LINK,True
P001843,bank_error,RETRY,0.70265824,40.11806696653366,0,RETRY,True
P001848,bank_error,RETRY,0.54269314,100.74363005161285,0,RETRY,True
P001861,payment_method_issue,PAYMENT_LINK,0.8143644,170.88277396559715,1,PAYMENT_LINK,True
P001862,payment_method_issue,PAYMENT_LINK,0.8746201,150.9643287062645,1,PAYMENT_LINK,True
P001869,authentication_failed,PAYMENT_LINK,0.9052255,195.66793090105057,1,PAYMENT_LINK,True
P001877,payment_method_issue,PAYMENT_LINK,0.89536047,175.65001112222672,1,PAYMENT_LINK,True
P001878,bank_error,RETRY,0.74323684,26.48921012878418,1,RETRY,True
P001883,payment_method_issue,PAYMENT_LINK,0.8580727,177.91930612921715,1,PAYMENT_LINK,True
P001886,payment_method_issue,PAYMENT_LINK,0.8702831,163.90925174951553,1,PAYMENT_LINK,True
P001899,bank_error,RETRY,0.7395221,35.793267607688904,1,RETRY,True
P001905,bank_error,RETRY,0.8531054,68.1234233379364,0,RETRY,True
P001913,bank_error,RETRY,0.8396782,65.50017511844635,1,RETRY,True
P001916,insufficient_funds,REMINDER,0.8588155,40.48630267381668,1,WAIT,False
P001921,bank_error,RETRY,0.75074375,88.9202156662941,0,RETRY,True
P001922,authentication_failed,PAYMENT_LINK,0.86791205,253.35842311382294,1,PAYMENT_LINK,True
P001930,insufficient_funds,REMINDER,0.8134886,37.34722650051117,1,WAIT,False
P001940,authentication_failed,PAYMENT_LINK,0.94709617,154.81276869773865,1,PAYMENT_LINK,True
P001942,authentication_failed,PAYMENT_LINK,0.85831904,245.38056367635727,1,PAYMENT_LINK,True
P001950,payment_method_issue,PAYMENT_LINK,0.764387,134.07569974660873,1,PAYMENT_LINK,True
P001961,authentication_failed,PAYMENT_LINK,0.9024963,146.0299523472786,1,PAYMENT_LINK,True
P001964,insufficient_funds,WAIT,0.5112895,0.0,0,WAIT,True
P001966,bank_error,RETRY,0.7077864,47.026556730270386,0,RETRY,True
P001967,insufficient_funds,REMINDER,0.83036715,62.88203376531601,1,WAIT,False
P001968,bank_error,RETRY,0.71301514,25.996075868606567,1,RETRY,True
P001992,bank_error,PAYMENT_LINK,0.6010713,37.06289577484131,1,RETRY,False
P001993,authentication_failed,PAYMENT_LINK,0.88272274,146.95509958267212,1,PAYMENT_LINK,True
P002002,insufficient_funds,WAIT,0.47481,0.0,1,WAIT,True
P002013,bank_error,RETRY,0.7275457,86.29107838869095,1,RETRY,True
P002019,payment_method_issue,PAYMENT_LINK,0.81123686,175.30150082707405,1,PAYMENT_LINK,True
P002025,bank_error,PAYMENT_LINK,0.77999634,37.62182092666626,0,RETRY,False
P002026,payment_method_issue,PAYMENT_LINK,0.8614193,194.7472896873951,1,PAYMENT_LINK,True
P002030,insufficient_funds,WAIT,0.7328256,0.0,1,WAIT,True
P002031,payment_method_issue,PAYMENT_LINK,0.82850474,184.67194405198097,0,PAYMENT_LINK,True
P002032,insufficient_funds,PAYMENT_LINK,0.5211604,21.31921273469925,0,WAIT,False
P002046,insufficient_funds,PAYMENT_LINK,0.52261466,80.87033501267433,0,WAIT,False
P002067,insufficient_funds,REMINDER,0.816735,35.89019024372101,1,WAIT,False
P002070,bank_error,RETRY,0.8588086,60.83607083559036,1,RETRY,True
P002084,authentication_failed,PAYMENT_LINK,0.8700179,240.07217264175415,1,PAYMENT_LINK,True
P002088,insufficient_funds,WAIT,0.64103955,0.0,1,WAIT,True
P002090,insufficient_funds,WAIT,0.62365556,0.0,1,WAIT,True
P002094,bank_error,RETRY,0.7432761,81.47501856088638,1,RETRY,True
P002096,insufficient_funds,REMINDER,0.7140923,21.60627979040146,1,WAIT,False
P002097,authentication_failed,PAYMENT_LINK,0.8995502,175.1570850610733,1,PAYMENT_LINK,True
P002098,insufficient_funds,REMINDER,0.7508769,49.14416986703873,1,WAIT,False
P002112,payment_method_issue,PAYMENT_LINK,0.91328067,169.35603564977646,1,PAYMENT_LINK,True
P002113,payment_method_issue,PAYMENT_LINK,0.8693441,177.0516961812973,0,PAYMENT_LINK,True
P002114,insufficient_funds,REMINDER,0.744578,66.66200602054596,1,WAIT,False
P002115,authentication_failed,PAYMENT_LINK,0.86897916,201.78373262286186,1,PAYMENT_LINK,True
P002124,payment_method_issue,PAYMENT_LINK,0.8664854,174.49988996982574,1,PAYMENT_LINK,True
P002125,bank_error,RETRY,0.68677557,81.19689440727234,1,RETRY,True
P002133,bank_error,RETRY,0.7902354,28.151560366153717,1,RETRY,True
P002145,insufficient_funds,REMINDER,0.8697399,41.22710454463959,1,WAIT,False
P002152,insufficient_funds,PAYMENT_LINK,0.67732126,43.931470811367035,0,WAIT,False
P002154,bank_error,RETRY,0.904896,88.89356619119644,1,RETRY,True
P002156,authentication_failed,PAYMENT_LINK,0.92147785,142.3304044008255,1,PAYMENT_LINK,True
P002164,payment_method_issue,PAYMENT_LINK,0.76963574,240.3900479376316,1,PAYMENT_LINK,True
P002165,payment_method_issue,PAYMENT_LINK,0.8509862,188.72841948270798,0,PAYMENT_LINK,True
P002167,insufficient_funds,WAIT,0.72827727,0.0,1,WAIT,True
P002168,insufficient_funds,WAIT,0.78468955,0.0,1,WAIT,True
P002175,insufficient_funds,REMINDER,0.849526,43.12477916479111,1,WAIT,False
P002176,bank_error,RETRY,0.80640626,129.84872341156006,0,RETRY,True
P002177,bank_error,RETRY,0.78655607,85.86004692316055,0,RETRY,True
P002179,bank_error,RETRY,0.7410931,110.62891972064972,1,RETRY,True
P002187,payment_method_issue,PAYMENT_LINK,0.8608009,146.00547409057617,1,PAYMENT_LINK,True
P002191,authentication_failed,PAYMENT_LINK,0.8683394,206.0062616467476,0,PAYMENT_LINK,True
P002207,payment_method_issue,PAYMENT_LINK,0.6916708,231.35571229457855,1,PAYMENT_LINK,True
P002214,payment_method_issue,PAYMENT_LINK,0.8613271,198.88530477881432,1,PAYMENT_LINK,True
P002220,insufficient_funds,WAIT,0.71119976,0.0,1,WAIT,True
P002226,bank_error,RETRY,0.87781304,41.83740425109863,0,RETRY,True
P002231,authentication_failed,PAYMENT_LINK,0.9085766,211.1913691163063,1,PAYMENT_LINK,True
P002234,authentication_failed,PAYMENT_LINK,0.89690703,152.69821017980576,1,PAYMENT_LINK,True
P002235,bank_error,RETRY,0.8125622,93.33706873655319,1,RETRY,True
P002237,payment_method_issue,PAYMENT_LINK,0.91940135,166.4452645778656,1,PAYMENT_LINK,True
P002244,authentication_failed,PAYMENT_LINK,0.54020375,160.47929179668427,0,PAYMENT_LINK,True
P002255,authentication_failed,PAYMENT_LINK,0.86116004,178.40253606438637,1,PAYMENT_LINK,True
P002257,insufficient_funds,WAIT,0.5904322,0.0,1,WAIT,True
P002269,payment_method_issue,PAYMENT_LINK,0.57405186,189.55577266216278,1,PAYMENT_LINK,True
P002273,insufficient_funds,REMINDER,0.78392434,20.978678703308105,1,WAIT,False
P002276,insufficient_funds,WAIT,0.76483196,0.0,1,WAIT,True
P002285,insufficient_funds,WAIT,0.7443329,0.0,1,WAIT,True
P002291,payment_method_issue,PAYMENT_LINK,0.8725868,157.98328292369843,1,PAYMENT_LINK,True
P002292,bank_error,RETRY,0.7831787,40.86086159944534,1,RETRY,True
P002298,authentication_failed,PAYMENT_LINK,0.46962243,102.06669101119041,1,PAYMENT_LINK,True
P002304,insufficient_funds,WAIT,0.29110315,0.0,1,WAIT,True
P002308,payment_method_issue,PAYMENT_LINK,0.8263178,160.6648268699646,1,PAYMENT_LINK,True
P002316,payment_method_issue,PAYMENT_LINK,0.72618943,226.9667727649212,0,PAYMENT_LINK,True
P002317,insufficient_funds,PAYMENT_LINK,0.49184436,42.456410467624664,1,WAIT,False
P002324,bank_error,RETRY,0.8610908,87.92663043737411,0,RETRY,True
P002331,insufficient_funds,PAYMENT_LINK,0.62579334,41.31824588775635,1,WAIT,False
P002333,authentication_failed,PAYMENT_LINK,0.9511025,115.12236106395721,1,PAYMENT_LINK,True
P002343,payment_method_issue,PAYMENT_LINK,0.77198213,138.7671673297882,1,PAYMENT_LINK,True
P002359,payment_method_issue,PAYMENT_LINK,0.8996941,180.57025969028473,1,PAYMENT_LINK,True
P002367,bank_error,RETRY,0.8110153,107.72864782810211,1,RETRY,True
P002371,payment_method_issue,PAYMENT_LINK,0.84538215,199.8028081357479,1,PAYMENT_LINK,True
P002373,insufficient_funds,WAIT,0.42944145,0.0,0,WAIT,True
P002377,authentication_failed,PAYMENT_LINK,0.89590514,159.93940198421478,1,PAYMENT_LINK,True
P002378,bank_error,WAIT,0.5980962,0.0,1,RETRY,False
P002393,payment_method_issue,PAYMENT_LINK,0.8158642,144.27293103933334,0,PAYMENT_LINK,True
P002395,bank_error,RETRY,0.7667445,36.13947284221649,0,RETRY,True
P002405,authentication_failed,PAYMENT_LINK,0.90120566,159.88628149032593,1,PAYMENT_LINK,True
P002408,payment_method_issue,PAYMENT_LINK,0.7488695,178.9962304532528,0,PAYMENT_LINK,True
P002412,payment_method_issue,PAYMENT_LINK,0.8845658,123.95746511220932,1,PAYMENT_LINK,True
P002415,bank_error,WAIT,0.41076586,0.0,0,RETRY,False
P002418,insufficient_funds,WAIT,0.65001774,0.0,1,WAIT,True
P002419,insufficient_funds,PAYMENT_LINK,0.68460184,51.905701637268066,0,WAIT,False
P002426,authentication_failed,PAYMENT_LINK,0.9395971,191.83921033143997,1,PAYMENT_LINK,True
P002442,payment_method_issue,PAYMENT_LINK,0.8309767,171.04307234287262,1,PAYMENT_LINK,True
P002443,bank_error,RETRY,0.85218185,95.77552545070648,1,RETRY,True
P002454,payment_method_issue,PAYMENT_LINK,0.85404974,205.3178218305111,1,PAYMENT_LINK,True
P002459,insufficient_funds,PAYMENT_LINK,0.3942903,44.13229364156723,0,WAIT,False
P002471,authentication_failed,PAYMENT_LINK,0.6745497,155.80898615717888,1,PAYMENT_LINK,True
P002473,authentication_failed,PAYMENT_LINK,0.92212623,138.9444934129715,1,PAYMENT_LINK,True
P002474,bank_error,RETRY,0.59633636,6.930488169193268,1,RETRY,True
P002476,payment_method_issue,PAYMENT_LINK,0.84081215,205.45979869365692,1,PAYMENT_LINK,True
P002478,authentication_failed,PAYMENT_LINK,0.9181548,207.74497631192207,1,PAYMENT_LINK,True
P002483,bank_error,RETRY,0.49010456,92.49786308407784,1,RETRY,True
P002498,bank_error,PAYMENT_LINK,0.61318755,3.284210205078125,1,RETRY,False
P002502,bank_error,PAYMENT_LINK,0.6686035,54.12751239538193,0,RETRY,False
P002504,authentication_failed,PAYMENT_LINK,0.85291046,225.81458449363708,1,PAYMENT_LINK,True
P002506,bank_error,RETRY,0.7084891,83.56033998727798,0,RETRY,True
P002524,insufficient_funds,REMINDER,0.8577762,40.43303346633911,1,WAIT,False
P002526,insufficient_funds,WAIT,0.39599493,0.0,1,WAIT,True
P002529,bank_error,RETRY,0.79203147,34.09498816728592,1,RETRY,True
P002530,payment_method_issue,PAYMENT_LINK,0.8418843,130.23186987638474,1,PAYMENT_LINK,True
P002532,insufficient_funds,WAIT,0.5289903,0.0,0,WAIT,True
P002539,bank_error,RETRY,0.77667135,69.34225016832352,1,RETRY,True
P002543,bank_error,RETRY,0.85428494,55.47378599643707,1,RETRY,True
P002547,bank_error,RETRY,0.75229913,115.03914016485214,1,RETRY,True
P002556,bank_error,RETRY,0.852796,52.98500460386276,0,RETRY,True
P002565,authentication_failed,PAYMENT_LINK,0.93231016,127.05332511663437,1,PAYMENT_LINK,True
P002568,insufficient_funds,PAYMENT_LINK,0.7778203,41.6391995549202,1,WAIT,False
P002570,authentication_failed,PAYMENT_LINK,0.8817314,181.848304271698,1,PAYMENT_LINK,True
P002577,bank_error,RETRY,0.75796777,58.434405863285065,1,RETRY,True
P002580,authentication_failed,PAYMENT_LINK,0.8567775,241.25364261865616,0,PAYMENT_LINK,True
P002588,payment_method_issue,PAYMENT_LINK,0.85666275,199.4706860780716,1,PAYMENT_LINK,True
P002593,insufficient_funds,REMINDER,0.81252253,41.976888716220856,1,WAIT,False
P002594,authentication_failed,PAYMENT_LINK,0.9328018,176.6869017481804,0,PAYMENT_LINK,True
P002595,payment_method_issue,PAYMENT_LINK,0.65260714,151.27158585190773,1,PAYMENT_LINK,True
P002602,payment_method_issue,PAYMENT_LINK,0.8785733,180.35227531194687,1,PAYMENT_LINK,True
P002604,payment_method_issue,PAYMENT_LINK,0.89607126,180.75957208871841,1,PAYMENT_LINK,True
P002619,payment_method_issue,PAYMENT_LINK,0.89627254,131.92461717128754,1,PAYMENT_LINK,True
P002620,payment_method_issue,PAYMENT_LINK,0.55177236,147.41095134615898,0,PAYMENT_LINK,True
P002628,payment_method_issue,PAYMENT_LINK,0.5695145,183.05220025777817,1,PAYMENT_LINK,True
P002632,authentication_failed,PAYMENT_LINK,0.8928592,199.36779114603996,1,PAYMENT_LINK,True
P002637,authentication_failed,PAYMENT_LINK,0.8956546,227.60145261883736,1,PAYMENT_LINK,True
P002645,bank_error,RETRY,0.7308306,65.19403332471848,1,RETRY,True
P002646,bank_error,RETRY,0.49870056,33.18985778093338,1,RETRY,True
P002660,authentication_failed,PAYMENT_LINK,0.8597868,167.7732174396515,1,PAYMENT_LINK,True
P002664,payment_method_issue,PAYMENT_LINK,0.8802788,179.29801493883133,1,PAYMENT_LINK,True
P002668,authentication_failed,PAYMENT_LINK,0.82895947,202.53455778956413,0,PAYMENT_LINK,True
P002669,insufficient_funds,REMINDER,0.75162816,30.734111666679382,1,WAIT,False
P002678,authentication_failed,PAYMENT_LINK,0.90576494,228.7753530740738,1,PAYMENT_LINK,True
P002679,authentication_failed,PAYMENT_LINK,0.9422386,193.4146523475647,1,PAYMENT_LINK,True
P002682,payment_method_issue,PAYMENT_LINK,0.87647825,109.05445998907089,1,PAYMENT_LINK,True
P002688,payment_method_issue,PAYMENT_LINK,0.89600664,156.6802544593811,0,PAYMENT_LINK,True
P002690,insufficient_funds,REMINDER,0.85942036,30.226581931114197,1,WAIT,False
P002701,payment_method_issue,PAYMENT_LINK,0.7632062,186.895702958107,1,PAYMENT_LINK,True
P002704,authentication_failed,PAYMENT_LINK,0.8229437,218.5786868929863,1,PAYMENT_LINK,True
P002706,authentication_failed,PAYMENT_LINK,0.90032953,167.33454209566116,1,PAYMENT_LINK,True
P002707,bank_error,RETRY,0.8424068,40.84084475040436,1,RETRY,True
P002710,bank_error,RETRY,0.8808086,67.13792812824249,1,RETRY,True
P002719,authentication_failed,PAYMENT_LINK,0.89430887,171.049853682518,1,PAYMENT_LINK,True
P002725,bank_error,RETRY,0.7121451,53.15956461429596,1,RETRY,True
P002731,authentication_failed,PAYMENT_LINK,0.9159058,134.55845379829407,1,PAYMENT_LINK,True
P002738,bank_error,RETRY,0.8385884,73.58052796125412,0,RETRY,True
P002739,authentication_failed,PAYMENT_LINK,0.8703481,236.40226331353188,1,PAYMENT_LINK,True
P002744,bank_error,RETRY,0.8483812,73.29122054576874,1,RETRY,True
P002745,payment_method_issue,PAYMENT_LINK,0.85237867,167.59514778852463,1,PAYMENT_LINK,True
P002749,payment_method_issue,PAYMENT_LINK,0.88717926,192.2079605460167,1,PAYMENT_LINK,True
P002753,authentication_failed,PAYMENT_LINK,0.90869087,197.46293365955353,1,PAYMENT_LINK,True
P002759,insufficient_funds,WAIT,0.76427364,0.0,1,WAIT,True
P002760,payment_method_issue,PAYMENT_LINK,0.7052821,178.62269166111946,1,PAYMENT_LINK,True
P002767,bank_error,RETRY,0.7661494,31.936678111553192,1,RETRY,True
P002777,insufficient_funds,WAIT,0.7462255,0.0,1,WAIT,True
P002780,insufficient_funds,WAIT,0.43360683,0.0,0,WAIT,True
P002782,payment_method_issue,PAYMENT_LINK,0.53385204,210.2261881828308,0,PAYMENT_LINK,True
P002787,insufficient_funds,REMINDER,0.851807,35.343459606170654,1,WAIT,False
P002812,authentication_failed,PAYMENT_LINK,0.8222913,198.86320593953133,0,PAYMENT_LINK,True
P002826,authentication_failed,PAYMENT_LINK,0.9028471,200.26512894034386,1,PAYMENT_LINK,True
P002847,insufficient_funds,REMINDER,0.86167234,26.399764895439148,1,WAIT,False
P002848,bank_error,RETRY,0.88463724,75.15858733654022,1,RETRY,True
P002852,payment_method_issue,PAYMENT_LINK,0.8656203,170.3468250632286,1,PAYMENT_LINK,True
P002856,bank_error,PAYMENT_LINK,0.714933,43.37742346525192,1,RETRY,False
P002862,bank_error,RETRY,0.73398936,79.50063747167587,0,RETRY,True
P002863,payment_method_issue,PAYMENT_LINK,0.7838614,214.42151749134064,1,PAYMENT_LINK,True
P002864,payment_method_issue,PAYMENT_LINK,0.9125562,166.07809072732925,1,PAYMENT_LINK,True
P002868,insufficient_funds,WAIT,0.57561547,0.0,0,WAIT,True
P002874,bank_error,RETRY,0.9025283,57.933954894542694,1,RETRY,True
P002876,payment_method_issue,PAYMENT_LINK,0.83815616,162.203863799572,1,PAYMENT_LINK,True
P002882,authentication_failed,PAYMENT_LINK,0.77306783,266.5527091026306,1,PAYMENT_LINK,True
P002884,bank_error,RETRY,0.8244031,120.77975237369537,0,RETRY,True
P002888,bank_error,RETRY,0.74528754,34.82362526655197,1,RETRY,True
P002891,bank_error,PAYMENT_LINK,0.63968307,38.41461306810379,0,RETRY,False
P002896,bank_error,RETRY,0.8709174,65.42052412033081,1,RETRY,True
P002898,bank_error,REMINDER,0.75304705,61.96708828210831,1,RETRY,False
P002902,payment_method_issue,PAYMENT_LINK,0.89782184,158.91696631908417,1,PAYMENT_LINK,True
P002910,insufficient_funds,REMINDER,0.793106,39.23898231983185,0,WAIT,False
P002917,bank_error,RETRY,0.72347176,133.58454260230064,1,RETRY,True
P002928,payment_method_issue,PAYMENT_LINK,0.92953044,116.39478427171707,1,PAYMENT_LINK,True
P002930,insufficient_funds,REMINDER,0.8394163,51.703203558921814,1,WAIT,False
P002931,insufficient_funds,REMINDER,0.8287869,55.2906214594841,1,WAIT,False
P002935,payment_method_issue,PAYMENT_LINK,0.8445578,178.801028996706,1,PAYMENT_LINK,True
P002958,bank_error,RETRY,0.81211776,50.69225746393204,1,RETRY,True
P002959,payment_method_issue,PAYMENT_LINK,0.844435,177.91585597395897,0,PAYMENT_LINK,True
P002968,payment_method_issue,PAYMENT_LINK,0.81035846,159.69613629579544,1,PAYMENT_LINK,True
P002969,bank_error,RETRY,0.79651445,31.414782643318176,1,RETRY,True
P002987,payment_method_issue,PAYMENT_LINK,0.7166465,217.75213676691055,1,PAYMENT_LINK,True
P002989,authentication_failed,PAYMENT_LINK,0.8783773,200.08145278692245,1,PAYMENT_LINK,True
P002992,bank_error,RETRY,0.6425775,9.2330801486969,1,RETRY,True
P002995,authentication_failed,PAYMENT_LINK,0.9226122,187.441779255867,1,PAYMENT_LINK,True
P002997,payment_method_issue,PAYMENT_LINK,0.8203504,200.41744139790535,1,PAYMENT_LINK,True
P003000,insufficient_funds,PAYMENT_LINK,0.56452435,26.16709727048874,0,WAIT,False
