payment_id,customer_id,amount,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,failure_reason,attempt_number,action,recovery_probability_true,recovered
P000363,C04956,499,reliable,30,21,1,0.14,0.79,bank_error,3,RETRY,0.6974,0
P000363,C04956,499,reliable,30,21,1,0.14,0.79,bank_error,3,REMINDER,0.7145,1
P000363,C04956,499,reliable,30,21,1,0.14,0.79,bank_error,3,PAYMENT_LINK,0.7299,1
P000364,C07397,499,churn_risk,3,4,9,10.48,0.27,payment_method_issue,3,WAIT,0.2717,0
P000364,C07397,499,churn_risk,3,4,9,10.48,0.27,payment_method_issue,3,RETRY,0.1319,1
P000364,C07397,499,churn_risk,3,4,9,10.48,0.27,payment_method_issue,3,REMINDER,0.3863,0
P000364,C07397,499,churn_risk,3,4,9,10.48,0.27,payment_method_issue,3,PAYMENT_LINK,0.6691,1
P000365,C05415,499,reliable,30,34,0,0.25,0.74,insufficient_funds,2,WAIT,0.7885,1
P000365,C05415,499,reliable,30,34,0,0.25,0.74,insufficient_funds,2,RETRY,0.37,1
P000365,C05415,499,reliable,30,34,0,0.25,0.74,insufficient_funds,2,REMINDER,0.7506,1
P000365,C05415,499,reliable,30,34,0,0.25,0.74,insufficient_funds,2,PAYMENT_LINK,0.6154,0
P000366,C07400,499,occasionally_late,10,19,2,1.09,0.64,bank_error,1,WAIT,0.7053,0
P000366,C07400,499,occasionally_late,10,19,2,1.09,0.64,bank_error,1,RETRY,0.7642,0
P000366,C07400,499,occasionally_late,10,19,2,1.09,0.64,bank_error,1,REMINDER,0.6567,0
P000366,C07400,499,occasionally_late,10,19,2,1.09,0.64,bank_error,1,PAYMENT_LINK,0.6376,1
P000367,C07415,499,frequent_failure,19,11,6,7.47,0.31,bank_error,1,WAIT,0.5987,0
P000367,C07415,499,frequent_failure,19,11,6,7.47,0.31,bank_error,1,RETRY,0.7098,1
P000367,C07415,499,frequent_failure,19,11,6,7.47,0.31,bank_error,1,REMINDER,0.435,1
P000367,C07415,499,frequent_failure,19,11,6,7.47,0.31,bank_error,1,PAYMENT_LINK,0.566,1
P000368,C09101,499,reliable,12,30,1,0.52,0.77,bank_error,2,WAIT,0.7281,1
P000368,C09101,499,reliable,12,30,1,0.52,0.77,bank_error,2,RETRY,0.7696,1
P000368,C09101,499,reliable,12,30,1,0.52,0.77,bank_error,2,REMINDER,0.7907,1
P000368,C09101,499,reliable,12,30,1,0.52,0.77,bank_error,2,PAYMENT_LINK,0.6543,0
P000369,C04852,499,churn_risk,2,0,8,5.48,0.25,authentication_failed,3,WAIT,0.325,0
P000369,C04852,499,churn_risk,2,0,8,5.48,0.25,authentication_failed,3,RETRY,0.05,0
P000369,C04852,499,churn_risk,2,0,8,5.48,0.25,authentication_failed,3,REMINDER,0.5032,1
P000369,C04852,499,churn_risk,2,0,8,5.48,0.25,authentication_failed,3,PAYMENT_LINK,0.7559,1
P000370,C02026,499,frequent_failure,15,5,4,6.18,0.26,insufficient_funds,3,WAIT,0.6615,1
P000370,C02026,499,frequent_failure,15,5,4,6.18,0.26,insufficient_funds,3,RETRY,0.1981,0
P000370,C02026,499,frequent_failure,15,5,4,6.18,0.26,insufficient_funds,3,REMINDER,0.3721,0
P000370,C02026,499,frequent_failure,15,5,4,6.18,0.26,insufficient_funds,3,PAYMENT_LINK,0.543,0
P000371,C02616,499,frequent_failure,3,7,4,4.3,0.32,payment_method_issue,3,WAIT,0.4356,0
P000371,C02616,499,frequent_failure,3,7,4,4.3,0.32,payment_method_issue,3,RETRY,0.1053,0
P000371,C02616,499,frequent_failure,3,7,4,4.3,0.32,payment_method_issue,3,REMINDER,0.5311,1
P000371,C02616,499,frequent_failure,3,7,4,4.3,0.32,payment_method_issue,3,PAYMENT_LINK,0.6934,1
P000372,C07389,499,reliable,11,14,1,0.27,0.75,authentication_failed,3,WAIT,0.4629,1
P000372,C07389,499,reliable,11,14,1,0.27,0.75,authentication_failed,3,RETRY,0.1729,1
P000372,C07389,499,reliable,11,14,1,0.27,0.75,authentication_failed,3,REMINDER,0.795,1
P000372,C07389,499,reliable,11,14,1,0.27,0.75,authentication_failed,3,PAYMENT_LINK,0.9178,1
P000373,C02927,499,reliable,17,8,2,0.26,0.83,authentication_failed,1,WAIT,0.5217,1
P000373,C02927,499,reliable,17,8,2,0.26,0.83,authentication_failed,1,RETRY,0.2732,0
P000373,C02927,499,reliable,17,8,2,0.26,0.83,authentication_failed,1,REMINDER,0.9225,1
P000373,C02927,499,reliable,17,8,2,0.26,0.83,authentication_failed,1,PAYMENT_LINK,0.9348,1
P000374,C01122,499,reliable,21,22,2,0.48,0.81,payment_method_issue,3,WAIT,0.575,0
P000374,C01122,499,reliable,21,22,2,0.48,0.81,payment_method_issue,3,RETRY,0.3179,0
P000374,C01122,499,reliable,21,22,2,0.48,0.81,payment_method_issue,3,REMINDER,0.8688,1
P000374,C01122,499,reliable,21,22,2,0.48,0.81,payment_method_issue,3,PAYMENT_LINK,0.9284,1
P000375,C02911,499,reliable,19,33,1,0.22,0.72,payment_method_issue,2,WAIT,0.4513,0
P000375,C02911,499,reliable,19,33,1,0.22,0.72,payment_method_issue,2,RETRY,0.4541,0
P000375,C02911,499,reliable,19,33,1,0.22,0.72,payment_method_issue,2,REMINDER,0.7438,0
P000375,C02911,499,reliable,19,33,1,0.22,0.72,payment_method_issue,2,PAYMENT_LINK,0.8495,1
P000376,C08147,499,occasionally_late,10,4,4,1.8,0.52,payment_method_issue,3,WAIT,0.4521,0
P000376,C08147,499,occasionally_late,10,4,4,1.8,0.52,payment_method_issue,3,RETRY,0.3003,0
P000376,C08147,499,occasionally_late,10,4,4,1.8,0.52,payment_method_issue,3,REMINDER,0.7304,0
P000376,C08147,499,occasionally_late,10,4,4,1.8,0.52,payment_method_issue,3,PAYMENT_LINK,0.838,1
P000377,C07384,499,occasionally_late,5,19,4,1.54,0.5,bank_error,1,WAIT,0.7509,1
P000377,C07384,499,occasionally_late,5,19,4,1.54,0.5,bank_error,1,RETRY,0.8079,0
P000377,C07384,499,occasionally_late,5,19,4,1.54,0.5,bank_error,1,REMINDER,0.5854,0
P000377,C07384,499,occasionally_late,5,19,4,1.54,0.5,bank_error,1,PAYMENT_LINK,0.6079,1
P000378,C03483,499,churn_risk,7,1,7,10.67,0.19,insufficient_funds,3,WAIT,0.4851,0
P000378,C03483,499,churn_risk,7,1,7,10.67,0.19,insufficient_funds,3,RETRY,0.05,0
P000378,C03483,499,churn_risk,7,1,7,10.67,0.19,insufficient_funds,3,REMINDER,0.4329,0
P000378,C03483,499,churn_risk,7,1,7,10.67,0.19,insufficient_funds,3,PAYMENT_LINK,0.4062,0
P000379,C00796,499,reliable,33,17,0,0.83,0.94,insufficient_funds,3,WAIT,0.6792,1
P000379,C00796,499,reliable,33,17,0,0.83,0.94,insufficient_funds,3,RETRY,0.2222,0
P000379,C00796,499,reliable,33,17,0,0.83,0.94,insufficient_funds,3,REMINDER,0.7348,1
P000379,C00796,499,reliable,33,17,0,0.83,0.94,insufficient_funds,3,PAYMENT_LINK,0.642,0
P000380,C01576,499,reliable,14,35,2,0.44,0.72,payment_method_issue,2,WAIT,0.5155,1
P000380,C01576,499,reliable,14,35,2,0.44,0.72,payment_method_issue,2,RETRY,0.4576,1
P000380,C01576,499,reliable,14,35,2,0.44,0.72,payment_method_issue,2,REMINDER,0.8836,1
P000380,C01576,499,reliable,14,35,2,0.44,0.72,payment_method_issue,2,PAYMENT_LINK,0.8685,1
P000381,C06177,499,occasionally_late,6,6,4,1.97,0.59,bank_error,3,WAIT,0.6573,0
P000381,C06177,499,occasionally_late,6,6,4,1.97,0.59,bank_error,3,RETRY,0.6998,1
P000381,C06177,499,occasionally_late,6,6,4,1.97,0.59,bank_error,3,REMINDER,0.5701,0
P000381,C06177,499,occasionally_late,6,6,4,1.97,0.59,bank_error,3,PAYMENT_LINK,0.5448,1
P000382,C06267,499,occasionally_late,18,13,2,1.78,0.6,insufficient_funds,3,WAIT,0.6062,1
P000382,C06267,499,occasionally_late,18,13,2,1.78,0.6,insufficient_funds,3,RETRY,0.1881,0
P000382,C06267,499,occasionally_late,18,13,2,1.78,0.6,insufficient_funds,3,REMINDER,0.5858,1
P000382,C06267,499,occasionally_late,18,13,2,1.78,0.6,insufficient_funds,3,PAYMENT_LINK,0.612,0
P000383,C02459,499,reliable,22,36,0,0.26,0.96,payment_method_issue,2,WAIT,0.5705,0
P000383,C02459,499,reliable,22,36,0,0.26,0.96,payment_method_issue,2,RETRY,0.4126,1
P000383,C02459,499,reliable,22,36,0,0.26,0.96,payment_method_issue,2,REMINDER,0.8537,1
P000383,C02459,499,reliable,22,36,0,0.26,0.96,payment_method_issue,2,PAYMENT_LINK,0.8606,1
P000384,C03313,499,reliable,27,24,2,0.48,0.98,bank_error,2,WAIT,0.7399,1
P000384,C03313,499,reliable,27,24,2,0.48,0.98,bank_error,2,RETRY,0.8901,0
P000384,C03313,499,reliable,27,24,2,0.48,0.98,bank_error,2,REMINDER,0.7561,1
P000384,C03313,499,reliable,27,24,2,0.48,0.98,bank_error,2,PAYMENT_LINK,0.7683,1
P000385,C01254,499,reliable,15,24,1,0.5,0.82,bank_error,2,WAIT,0.6535,1
P000385,C01254,499,reliable,15,24,1,0.5,0.82,bank_error,2,RETRY,0.818,1
P000385,C01254,499,reliable,15,24,1,0.5,0.82,bank_error,2,REMINDER,0.7071,1
P000385,C01254,499,reliable,15,24,1,0.5,0.82,bank_error,2,PAYMENT_LINK,0.6998,1
P000386,C06835,499,reliable,33,21,2,0.77,0.95,insufficient_funds,2,WAIT,0.6755,1
P000386,C06835,499,reliable,33,21,2,0.77,0.95,insufficient_funds,2,RETRY,0.4432,1
P000386,C06835,499,reliable,33,21,2,0.77,0.95,insufficient_funds,2,REMINDER,0.8011,1
P000386,C06835,499,reliable,33,21,2,0.77,0.95,insufficient_funds,2,PAYMENT_LINK,0.6457,1
P000387,C08795,499,reliable,20,30,1,0.38,0.86,payment_method_issue,1,WAIT,0.5159,0
P000387,C08795,499,reliable,20,30,1,0.38,0.86,payment_method_issue,1,RETRY,0.4741,1
P000387,C08795,499,reliable,20,30,1,0.38,0.86,payment_method_issue,1,REMINDER,0.8508,1
P000387,C08795,499,reliable,20,30,1,0.38,0.86,payment_method_issue,1,PAYMENT_LINK,0.8657,1
P000388,C03838,499,reliable,21,6,2,0.64,0.98,bank_error,3,WAIT,0.7492,0
P000388,C03838,499,reliable,21,6,2,0.64,0.98,bank_error,3,RETRY,0.6938,0
P000388,C03838,499,reliable,21,6,2,0.64,0.98,bank_error,3,REMINDER,0.7549,1
P000388,C03838,499,reliable,21,6,2,0.64,0.98,bank_error,3,PAYMENT_LINK,0.6589,1
P000389,C04399,499,reliable,17,24,1,0.7,0.93,bank_error,3,WAIT,0.7119,0
P000389,C04399,499,reliable,17,24,1,0.7,0.93,bank_error,3,RETRY,0.7131,1
P000389,C04399,499,reliable,17,24,1,0.7,0.93,bank_error,3,REMINDER,0.7244,1
P000389,C04399,499,reliable,17,24,1,0.7,0.93,bank_error,3,PAYMENT_LINK,0.6854,1
P000390,C03596,499,reliable,13,19,1,0.48,0.9,authentication_failed,1,WAIT,0.5343,1
P000390,C03596,499,reliable,13,19,1,0.48,0.9,authentication_failed,1,RETRY,0.343,0
P000390,C03596,499,reliable,13,19,1,0.48,0.9,authentication_failed,1,REMINDER,0.8633,1
P000390,C03596,499,reliable,13,19,1,0.48,0.9,authentication_failed,1,PAYMENT_LINK,0.9302,1
P000391,C06622,499,churn_risk,5,1,4,12.52,0.2,bank_error,2,WAIT,0.4829,0
P000391,C06622,499,churn_risk,5,1,4,12.52,0.2,bank_error,2,RETRY,0.6457,1
P000391,C06622,499,churn_risk,5,1,4,12.52,0.2,bank_error,2,REMINDER,0.3159,0
P000391,C06622,499,churn_risk,5,1,4,12.52,0.2,bank_error,2,PAYMENT_LINK,0.478,0
P000392,C08383,499,occasionally_late,15,6,1,2.55,0.51,bank_error,3,WAIT,0.6666,1
P000392,C08383,499,occasionally_late,15,6,1,2.55,0.51,bank_error,3,RETRY,0.7414,1
P000392,C08383,499,occasionally_late,15,6,1,2.55,0.51,bank_error,3,REMINDER,0.5255,0
P000392,C08383,499,occasionally_late,15,6,1,2.55,0.51,bank_error,3,PAYMENT_LINK,0.6875,0
P000393,C02125,499,churn_risk,2,1,9,9.6,0.1,insufficient_funds,2,WAIT,0.6281,1
P000393,C02125,499,churn_risk,2,1,9,9.6,0.1,insufficient_funds,2,RETRY,0.2208,0
P000393,C02125,499,churn_risk,2,1,9,9.6,0.1,insufficient_funds,2,REMINDER,0.4341,0
P000393,C02125,499,churn_risk,2,1,9,9.6,0.1,insufficient_funds,2,PAYMENT_LINK,0.3368,1
P000394,C03239,499,occasionally_late,7,15,1,1.75,0.56,bank_error,2,WAIT,0.7753,1
P000394,C03239,499,occasionally_late,7,15,1,1.75,0.56,bank_error,2,RETRY,0.8053,1
P000394,C03239,499,occasionally_late,7,15,1,1.75,0.56,bank_error,2,REMINDER,0.714,1
P000394,C03239,499,occasionally_late,7,15,1,1.75,0.56,bank_error,2,PAYMENT_LINK,0.7079,0
P000395,C05404,499,reliable,23,7,2,0.89,0.96,insufficient_funds,1,WAIT,0.7471,1
P000395,C05404,499,reliable,23,7,2,0.89,0.96,insufficient_funds,1,RETRY,0.294,1
P000395,C05404,499,reliable,23,7,2,0.89,0.96,insufficient_funds,1,REMINDER,0.8699,1
P000395,C05404,499,reliable,23,7,2,0.89,0.96,insufficient_funds,1,PAYMENT_LINK,0.545,1
P000396,C05999,499,frequent_failure,19,7,6,7.21,0.24,payment_method_issue,1,WAIT,0.4524,1
P000396,C05999,499,frequent_failure,19,7,6,7.21,0.24,payment_method_issue,1,RETRY,0.2512,1
P000396,C05999,499,frequent_failure,19,7,6,7.21,0.24,payment_method_issue,1,REMINDER,0.4955,1
P000396,C05999,499,frequent_failure,19,7,6,7.21,0.24,payment_method_issue,1,PAYMENT_LINK,0.7794,1
P000397,C05939,499,reliable,28,36,2,0.99,0.87,bank_error,2,WAIT,0.7478,1
P000397,C05939,499,reliable,28,36,2,0.99,0.87,bank_error,2,RETRY,0.8926,1
P000397,C05939,499,reliable,28,36,2,0.99,0.87,bank_error,2,REMINDER,0.7837,1
P000397,C05939,499,reliable,28,36,2,0.99,0.87,bank_error,2,PAYMENT_LINK,0.7236,1
P000398,C02046,499,reliable,18,11,1,0.18,0.72,bank_error,3,WAIT,0.6652,1
P000398,C02046,499,reliable,18,11,1,0.18,0.72,bank_error,3,RETRY,0.7659,1
P000398,C02046,499,reliable,18,11,1,0.18,0.72,bank_error,3,REMINDER,0.6456,0
P000398,C02046,499,reliable,18,11,1,0.18,0.72,bank_error,3,PAYMENT_LINK,0.7354,1
P000399,C01579,499,reliable,16,10,1,0.57,0.82,bank_error,2,WAIT,0.7481,0
P000399,C01579,499,reliable,16,10,1,0.57,0.82,bank_error,2,RETRY,0.8685,1
P000399,C01579,499,reliable,16,10,1,0.57,0.82,bank_error,2,REMINDER,0.7089,0
P000399,C01579,499,reliable,16,10,1,0.57,0.82,bank_error,2,PAYMENT_LINK,0.6219,1
P000400,C00015,499,reliable,12,14,0,0.2,0.7,payment_method_issue,3,WAIT,0.5008,0
P000400,C00015,499,reliable,12,14,0,0.2,0.7,payment_method_issue,3,RETRY,0.4058,0
P000400,C00015,499,reliable,12,14,0,0.2,0.7,payment_method_issue,3,REMINDER,0.7227,1
P000400,C00015,499,reliable,12,14,0,0.2,0.7,payment_method_issue,3,PAYMENT_LINK,0.9212,0
P000401,C02674,499,reliable,16,30,1,0.45,0.9,insufficient_funds,2,WAIT,0.6855,1
P000401,C02674,499,reliable,16,30,1,0.45,0.9,insufficient_funds,2,RETRY,0.3942,1
P000401,C02674,499,reliable,16,30,1,0.45,0.9,insufficient_funds,2,REMINDER,0.8319,1
P000401,C02674,499,reliable,16,30,1,0.45,0.9,insufficient_funds,2,PAYMENT_LINK,0.6084,1
P000402,C07017,499,occasionally_late,8,15,4,3.96,0.55,insufficient_funds,2,WAIT,0.7296,1
P000402,C07017,499,occasionally_late,8,15,4,3.96,0.55,insufficient_funds,2,RETRY,0.3468,0
P000402,C07017,499,occasionally_late,8,15,4,3.96,0.55,insufficient_funds,2,REMINDER,0.7128,0
P000402,C07017,499,occasionally_late,8,15,4,3.96,0.55,insufficient_funds,2,PAYMENT_LINK,0.657,1
P000403,C08721,499,occasionally_late,14,3,1,2.85,0.72,payment_method_issue,3,WAIT,0.4953,1
P000403,C08721,499,occasionally_late,14,3,1,2.85,0.72,payment_method_issue,3,RETRY,0.2275,0
P000403,C08721,499,occasionally_late,14,3,1,2.85,0.72,payment_method_issue,3,REMINDER,0.6739,1
P000403,C08721,499,occasionally_late,14,3,1,2.85,0.72,payment_method_issue,3,PAYMENT_LINK,0.7785,0
P000404,C08850,499,reliable,36,27,2,0.26,0.82,bank_error,1,WAIT,0.6776,0
P000404,C08850,499,reliable,36,27,2,0.26,0.82,bank_error,1,RETRY,0.8833,1
P000404,C08850,499,reliable,36,27,2,0.26,0.82,bank_error,1,REMINDER,0.742,1
P000404,C08850,499,reliable,36,27,2,0.26,0.82,bank_error,1,PAYMENT_LINK,0.6153,1
P000405,C04813,499,reliable,27,18,1,0.02,0.82,authentication_failed,1,WAIT,0.5353,1
P000405,C04813,499,reliable,27,18,1,0.02,0.82,authentication_failed,1,RETRY,0.3788,1
P000405,C04813,499,reliable,27,18,1,0.02,0.82,authentication_failed,1,REMINDER,0.9179,1
P000405,C04813,499,reliable,27,18,1,0.02,0.82,authentication_failed,1,PAYMENT_LINK,0.8498,1
P000406,C01085,499,reliable,17,15,0,0.71,0.7,insufficient_funds,2,WAIT,0.788,1
P000406,C01085,499,reliable,17,15,0,0.71,0.7,insufficient_funds,2,RETRY,0.4045,0
P000406,C01085,499,reliable,17,15,0,0.71,0.7,insufficient_funds,2,REMINDER,0.7332,0
P000406,C01085,499,reliable,17,15,0,0.71,0.7,insufficient_funds,2,PAYMENT_LINK,0.734,0
P000407,C04984,499,reliable,36,36,1,0.45,0.93,insufficient_funds,3,WAIT,0.6798,1
P000407,C04984,499,reliable,36,36,1,0.45,0.93,insufficient_funds,3,RETRY,0.105,0
P000407,C04984,499,reliable,36,36,1,0.45,0.93,insufficient_funds,3,REMINDER,0.7841,0
P000407,C04984,499,reliable,36,36,1,0.45,0.93,insufficient_funds,3,PAYMENT_LINK,0.6359,1
P000408,C07156,499,occasionally_late,21,9,1,1.37,0.74,bank_error,1,WAIT,0.6904,1
P000408,C07156,499,occasionally_late,21,9,1,1.37,0.74,bank_error,1,RETRY,0.8392,1
P000408,C07156,499,occasionally_late,21,9,1,1.37,0.74,bank_error,1,REMINDER,0.6935,0
P000408,C07156,499,occasionally_late,21,9,1,1.37,0.74,bank_error,1,PAYMENT_LINK,0.6349,0
P000409,C02885,499,churn_risk,5,2,5,5.4,0.26,bank_error,3,WAIT,0.4975,1
P000409,C02885,499,churn_risk,5,2,5,5.4,0.26,bank_error,3,RETRY,0.5812,1
P000409,C02885,499,churn_risk,5,2,5,5.4,0.26,bank_error,3,REMINDER,0.2686,0
P000409,C02885,499,churn_risk,5,2,5,5.4,0.26,bank_error,3,PAYMENT_LINK,0.5137,1
P000410,C00334,499,reliable,7,14,0,0.35,0.77,authentication_failed,1,WAIT,0.5212,0
P000410,C00334,499,reliable,7,14,0,0.35,0.77,authentication_failed,1,RETRY,0.3148,1
P000410,C00334,499,reliable,7,14,0,0.35,0.77,authentication_failed,1,REMINDER,0.8486,1
P000410,C00334,499,reliable,7,14,0,0.35,0.77,authentication_failed,1,PAYMENT_LINK,0.9321,1
P000411,C07205,499,occasionally_late,16,5,3,1.08,0.63,payment_method_issue,3,WAIT,0.4418,0
P000411,C07205,499,occasionally_late,16,5,3,1.08,0.63,payment_method_issue,3,RETRY,0.2835,0
P000411,C07205,499,occasionally_late,16,5,3,1.08,0.63,payment_method_issue,3,REMINDER,0.7075,1
P000411,C07205,499,occasionally_late,16,5,3,1.08,0.63,payment_method_issue,3,PAYMENT_LINK,0.8626,1
P000412,C04368,499,frequent_failure,7,8,5,5.47,0.31,payment_method_issue,2,WAIT,0.5202,0
P000412,C04368,499,frequent_failure,7,8,5,5.47,0.31,payment_method_issue,2,RETRY,0.3797,0
P000412,C04368,499,frequent_failure,7,8,5,5.47,0.31,payment_method_issue,2,REMINDER,0.4708,1
P000412,C04368,499,frequent_failure,7,8,5,5.47,0.31,payment_method_issue,2,PAYMENT_LINK,0.7131,1
P000413,C03080,499,frequent_failure,5,9,7,3.38,0.4,bank_error,3,WAIT,0.4939,0
P000413,C03080,499,frequent_failure,5,9,7,3.38,0.4,bank_error,3,RETRY,0.5829,0
P000413,C03080,499,frequent_failure,5,9,7,3.38,0.4,bank_error,3,REMINDER,0.4405,0
P000413,C03080,499,frequent_failure,5,9,7,3.38,0.4,bank_error,3,PAYMENT_LINK,0.588,1
P000414,C07204,499,occasionally_late,5,5,2,1.36,0.54,payment_method_issue,2,WAIT,0.585,1
P000414,C07204,499,occasionally_late,5,5,2,1.36,0.54,payment_method_issue,2,RETRY,0.4771,0
P000414,C07204,499,occasionally_late,5,5,2,1.36,0.54,payment_method_issue,2,REMINDER,0.6852,0
P000414,C07204,499,occasionally_late,5,5,2,1.36,0.54,payment_method_issue,2,PAYMENT_LINK,0.9311,1
P000415,C09910,499,reliable,10,24,2,0.14,0.86,authentication_failed,1,WAIT,0.5328,1
P000415,C09910,499,reliable,10,24,2,0.14,0.86,authentication_failed,1,RETRY,0.293,0
P000415,C09910,499,reliable,10,24,2,0.14,0.86,authentication_failed,1,REMINDER,0.8395,1
P000415,C09910,499,reliable,10,24,2,0.14,0.86,authentication_failed,1,PAYMENT_LINK,0.9386,0
P000416,C08865,499,frequent_failure,10,2,6,7.17,0.38,authentication_failed,3,WAIT,0.3733,1
P000416,C08865,499,frequent_failure,10,2,6,7.17,0.38,authentication_failed,3,RETRY,0.05,0
P000416,C08865,499,frequent_failure,10,2,6,7.17,0.38,authentication_failed,3,REMINDER,0.5682,0
P000416,C08865,499,frequent_failure,10,2,6,7.17,0.38,authentication_failed,3,PAYMENT_LINK,0.6924,1
P000417,C00264,499,frequent_failure,17,11,5,7.47,0.34,insufficient_funds,1,WAIT,0.521,1
P000417,C00264,499,frequent_failure,17,11,5,7.47,0.34,insufficient_funds,1,RETRY,0.1947,0
P000417,C00264,499,frequent_failure,17,11,5,7.47,0.34,insufficient_funds,1,REMINDER,0.4952,0
P000417,C00264,499,frequent_failure,17,11,5,7.47,0.34,insufficient_funds,1,PAYMENT_LINK,0.533,1
P000418,C04338,499,reliable,32,14,2,0.21,0.84,payment_method_issue,1,WAIT,0.5457,1
P000418,C04338,499,reliable,32,14,2,0.21,0.84,payment_method_issue,1,RETRY,0.4332,1
P000418,C04338,499,reliable,32,14,2,0.21,0.84,payment_method_issue,1,REMINDER,0.835,1
P000418,C04338,499,reliable,32,14,2,0.21,0.84,payment_method_issue,1,PAYMENT_LINK,0.8864,1
P000419,C08896,499,reliable,8,25,1,0.21,0.84,authentication_failed,2,WAIT,0.5073,1
P000419,C08896,499,reliable,8,25,1,0.21,0.84,authentication_failed,2,RETRY,0.2802,0
P000419,C08896,499,reliable,8,25,1,0.21,0.84,authentication_failed,2,REMINDER,0.8718,1
P000419,C08896,499,reliable,8,25,1,0.21,0.84,authentication_failed,2,PAYMENT_LINK,0.8979,1
P000420,C08448,499,occasionally_late,6,18,4,1.61,0.56,authentication_failed,3,WAIT,0.3591,1
P000420,C08448,499,occasionally_late,6,18,4,1.61,0.56,authentication_failed,3,RETRY,0.1536,0
P000420,C08448,499,occasionally_late,6,18,4,1.61,0.56,authentication_failed,3,REMINDER,0.7644,1
P000420,C08448,499,occasionally_late,6,18,4,1.61,0.56,authentication_failed,3,PAYMENT_LINK,0.8453,1
P000421,C05904,499,reliable,8,13,0,0.05,0.93,authentication_failed,2,WAIT,0.5096,1
P000421,C05904,499,reliable,8,13,0,0.05,0.93,authentication_failed,2,RETRY,0.2869,1
P000421,C05904,499,reliable,8,13,0,0.05,0.93,authentication_failed,2,REMINDER,0.8634,1
P000421,C05904,499,reliable,8,13,0,0.05,0.93,authentication_failed,2,PAYMENT_LINK,0.9171,1
P000422,C01499,499,churn_risk,4,4,9,7.57,0.17,authentication_failed,3,WAIT,0.3219,1
P000422,C01499,499,churn_risk,4,4,9,7.57,0.17,authentication_failed,3,RETRY,0.05,0
P000422,C01499,499,churn_risk,4,4,9,7.57,0.17,authentication_failed,3,REMINDER,0.4498,0
P000422,C01499,499,churn_risk,4,4,9,7.57,0.17,authentication_failed,3,PAYMENT_LINK,0.695,1
P000423,C04191,499,occasionally_late,13,4,1,2.96,0.52,payment_method_issue,1,WAIT,0.4705,1
P000423,C04191,499,occasionally_late,13,4,1,2.96,0.52,payment_method_issue,1,RETRY,0.3732,0
P000423,C04191,499,occasionally_late,13,4,1,2.96,0.52,payment_method_issue,1,REMINDER,0.6192,0
P000423,C04191,499,occasionally_late,13,4,1,2.96,0.52,payment_method_issue,1,PAYMENT_LINK,0.8873,1
P000424,C07486,499,reliable,9,32,0,0.95,0.92,payment_method_issue,1,WAIT,0.5075,1
P000424,C07486,499,reliable,9,32,0,0.95,0.92,payment_method_issue,1,RETRY,0.4633,0
P000424,C07486,499,reliable,9,32,0,0.95,0.92,payment_method_issue,1,REMINDER,0.9113,1
P000424,C07486,499,reliable,9,32,0,0.95,0.92,payment_method_issue,1,PAYMENT_LINK,0.8624,1
P000425,C09644,499,churn_risk,5,4,8,12.3,0.18,payment_method_issue,3,WAIT,0.3971,0
P000425,C09644,499,churn_risk,5,4,8,12.3,0.18,payment_method_issue,3,RETRY,0.1237,0
P000425,C09644,499,churn_risk,5,4,8,12.3,0.18,payment_method_issue,3,REMINDER,0.4317,0
P000425,C09644,499,churn_risk,5,4,8,12.3,0.18,payment_method_issue,3,PAYMENT_LINK,0.637,0
P000426,C08311,499,reliable,31,12,0,0.89,0.73,insufficient_funds,1,WAIT,0.7438,0
P000426,C08311,499,reliable,31,12,0,0.89,0.73,insufficient_funds,1,RETRY,0.3657,0
P000426,C08311,499,reliable,31,12,0,0.89,0.73,insufficient_funds,1,REMINDER,0.7185,1
P000426,C08311,499,reliable,31,12,0,0.89,0.73,insufficient_funds,1,PAYMENT_LINK,0.653,1
P000427,C07591,499,reliable,36,12,2,0.16,0.9,payment_method_issue,1,WAIT,0.596,0
P000427,C07591,499,reliable,36,12,2,0.16,0.9,payment_method_issue,1,RETRY,0.47,0
P000427,C07591,499,reliable,36,12,2,0.16,0.9,payment_method_issue,1,REMINDER,0.7529,1
P000427,C07591,499,reliable,36,12,2,0.16,0.9,payment_method_issue,1,PAYMENT_LINK,0.8425,1
P000428,C00501,499,occasionally_late,10,15,3,1.6,0.49,bank_error,2,WAIT,0.597,1
P000428,C00501,499,occasionally_late,10,15,3,1.6,0.49,bank_error,2,RETRY,0.8312,1
P000428,C00501,499,occasionally_late,10,15,3,1.6,0.49,bank_error,2,REMINDER,0.6616,1
P000428,C00501,499,occasionally_late,10,15,3,1.6,0.49,bank_error,2,PAYMENT_LINK,0.6334,1
P000429,C09156,499,occasionally_late,24,6,2,2.07,0.48,bank_error,1,WAIT,0.6181,1
P000429,C09156,499,occasionally_late,24,6,2,2.07,0.48,bank_error,1,RETRY,0.7384,1
P000429,C09156,499,occasionally_late,24,6,2,2.07,0.48,bank_error,1,REMINDER,0.6568,1
P000429,C09156,499,occasionally_late,24,6,2,2.07,0.48,bank_error,1,PAYMENT_LINK,0.5856,1
P000430,C09415,499,frequent_failure,3,9,3,7.53,0.39,bank_error,1,WAIT,0.5492,0
